,instance_id,input.text,predicted_text_0,stats.f1_score_0,num_words_0,predicted_text_1,stats.f1_score_1,num_words_1,predicted_text_2,stats.f1_score_2,num_words_2,predicted_text_3,stats.f1_score_3,num_words_3,predicted_text_4,stats.f1_score_4,num_words_4,predicted_text_5,stats.f1_score_5,num_words_5,predicted_text_6,stats.f1_score_6,num_words_6,predicted_text_7,stats.f1_score_7,num_words_7,predicted_text_8,stats.f1_score_8,num_words_8,predicted_text_9,stats.f1_score_9,num_words_9,predicted_text_10,stats.f1_score_10,num_words_10,predicted_text_11,stats.f1_score_11,num_words_11,predicted_text_12,stats.f1_score_12,num_words_12,predicted_text_13,stats.f1_score_13,num_words_13,predicted_text_14,stats.f1_score_14,num_words_14,predicted_text_15,stats.f1_score_15,num_words_15,predicted_text_16,stats.f1_score_16,num_words_16,predicted_text_17,stats.f1_score_17,num_words_17,predicted_text_18,stats.f1_score_18,num_words_18,predicted_text_19,stats.f1_score_19,num_words_19,predicted_text_20,stats.f1_score_20,num_words_20,predicted_text_21,stats.f1_score_21,num_words_21,predicted_text_22,stats.f1_score_22,num_words_22,predicted_text_23,stats.f1_score_23,num_words_23,predicted_text_24,stats.f1_score_24,num_words_24,predicted_text_25,stats.f1_score_25,num_words_25,predicted_text_26,stats.f1_score_26,num_words_26,predicted_text_27,stats.f1_score_27,num_words_27,predicted_text_28,stats.f1_score_28,num_words_28,predicted_text_29,stats.f1_score_29,num_words_29,std,agreement_level
388,id2474,Which note is middle c on a piano?, C,0.3333333333333333,9, C4,0.0,9, C,0.3333333333333333,9,C,0.3333333333333333,9,C4,0.0,9,C4,0.0,9,C4,0.0,9,C,0.3333333333333333,9, C4,0.0,9, C3,0.0,9, C4,0.0,9,C,0.3333333333333333,9, C,0.3333333333333333,9,C4,0.0,9, C4,0.0,9, C,0.3333333333333333,9, C4,0.0,9,C,0.3333333333333333,9,C,0.3333333333333333,9, C,0.3333333333333333,9, C4,0.0,9,4th,0.0,9, C4,0.0,9,C,0.3333333333333333,9, C,0.3333333333333333,9,C4,0.0,9, C4,0.0,9, C,0.3333333333333333,9,C4,0.0,9,C4,0.0,9,0.16800231099791033,Medium
66,id1202,Where is connective tissue found in the body?, Between organs and throughout the body,0.36363636363636365,14, In the body,0.5,11," In the skin, muscles, tendons, ligaments, and bones",0.15384615384615385,16,"Bones, muscles, organs, and skin",0.0,13,Throughout the body,0.25,11,Throughout the body,0.25,11,between organs and muscles,0.2,12,Bones,0.0,9, between other tissues throughout the body,0.7272727272727273,14," between cells of various tissues and organs, such as bone, skin, muscle, and blood",0.21052631578947367,22," Skin, tendons, ligaments, cartilage, and bone",0.0,14,Everywhere,0.2857142857142857,9, Skin,0.0,9,Throughout the body,0.25,11," Connective tissue is found throughout the body, connecting and supporting other tissues and organs. It is found in the skin, bones, muscles, tendons, ligaments, cartilage, and blood vessels. Connective tissue is also found in the nervous system, where it helps to support and protect the nerves.",0.3,54, Between muscles and organs,0.2,12, throughout the body,0.25,11,Everywhere,0.2857142857142857,9,Throughout the body,0.25,11, Everywhere,0.2857142857142857,9," Throughout the body, including in the bones, muscles, tendons, ligaments, and organs.",0.3157894736842105,20,Everywhere,0.2857142857142857,9, everywhere,0.2857142857142857,9,Muscles,0.0,9," Skin, tendons, ligaments, cartilage, blood vessels, and bone",0.0,16,Throughout the body,0.25,11, Throughout the body,0.25,11," Bones, muscles, and organs",0.0,12,Throughout the body,0.25,11,In the body,0.5,11,0.16817455149370394,Medium
298,id2096,Where does the synthesis of new dna from existing dna occurs?, In the nucleus of cells,0.4444444444444444,16, nucleus,0.0,12, Mitochondria,0.0,12,Nucleus,0.0,12,In the cell nucleus,0.25,15,Nucleus,0.0,12,nucleus,0.0,12,Nucleus,0.0,12, in the nucleus of eukaryotic cells,0.4,17, DNA polymerase III in bacteria,0.2,16, Nucleus,0.0,12,In the nucleus,0.2857142857142857,14, Cell nucleus,0.0,13,2013,0.0,12," The synthesis of new DNA from existing DNA occurs in the nucleus of a cell. The process is called DNA replication, and it is essential for cell division. During DNA replication, the two strands of the DNA molecule are separated, and each strand serves as a template for the synthesis of a new complementary strand. The result is two identical DNA molecules, each with one old strand and one new strand.",0.14285714285714288,82, In the nucleus,0.2857142857142857,14, nucleus,0.0,12,Nucleus,0.0,12,Nucleus,0.0,12, Nucleus,0.0,12, The nucleus of a cell,0.3333333333333333,16,Nucleus,0.0,12, DNA replication,0.4,13,In the nucleus,0.2857142857142857,14, Nucleus,0.0,12,Nucleus,0.0,12, Nucleus,0.0,12, Replication,0.5,12,Nucleus,0.0,12,"In the last example, the output is missing.",0.18181818181818182,19,0.16823654763890497,Medium
58,id1168,What is the order of the netflix marvel shows?,,0.0,9," Daredevil, Jessica Jones, Luke Cage, Iron Fist, The Defenders",0.36363636363636365,18," Daredevil, Jessica Jones, Luke Cage, Iron Fist, The Defenders",0.36363636363636365,18,"Daredevil, Jessica Jones, Luke Cage, Iron Fist, The Defenders, The Punisher",0.3333333333333333,20,"Daredevil, Jessica Jones, Luke Cage, Iron Fist, The Defenders, The Punisher",0.3333333333333333,20,"Daredevil (2015), Jessica Jones (2015), Luke Cage (2016), Iron Fist (2017), The Defenders (2017), The Punisher (2017)",0.26666666666666666,26,Daredevil,0.6666666666666666,10,"Daredevil, Jessica Jones, Luke Cage, Iron Fist, The Defenders, The Punisher",0.3333333333333333,20," Daredevil, Jessica Jones, Luke Cage, Iron Fist, The Defenders, The Punisher, and Jessica Jones Season 2",0.26666666666666666,25," The Punisher, Jessica Jones, Luke Cage, Iron Fist, The Defenders, and The Punisher: New Blood. Then, there's a collection of shows set in the Marvel Cinematic Universe (MCU) or the Infinity Saga: Captain America: The Winter Soldier, Guardians of the Galaxy, Avengers, Avengers: Age of Ultron, Captain Marvel, Spider-Man: Homecoming, and Spider-Man: Far From Home. After that, the shows include WandaVision, Loki, and Vision and the Scarlet Witch. The Netflix shows do not fall into any of these categories and are not connected to the movies or other shows in the same way. ",0.06153846153846154,102," Daredevil, Jessica Jones, Luke Cage, Iron Fist, The Punisher",0.36363636363636365,18,"Daredevil, Jessica Jones, Luke Cage, Iron Fist, The Defenders, The Punisher",0.3333333333333333,20," iron fist, infinity war, infinity war, infinity war, infinity war, infinity war, infinity war, infinity war, infinity war, infinity war, infinity war, infinity war, infinity war, infinity war, infinity war, infinity war, infinity war, infinity war, infinity war, infinity war, infinity war, infinity war, infinity war, infinity war, infinity war, infinity war, infinity war, infinity war, infinity war, infinity war, infinity war, infinity war, infinity war, infinity war, infinity war, infinity war, infinity war, infinity war, infinity war, infinity war, infinity war, infinity war, infinity war, infinity war, infinity war, infinity war, infinity war, infinity war, infinity war, infinity war, infinity war, infinity war, infinity war, infinity war, infinity war, infinity war, infinity war, infinity war, infinity war, infinity war, infinity war, infinity war, infinity war, infinity war, infinity war, infinity war, infinity war, infinity war, infinity war, infinity war, infinity war, infinity war, infinity war, infinity war, infinity war, infinity war, infinity war, infinity war, infinity war, infinity war, infinity war, infinity war, infinity war, infinity war, infinity war, infinity war, infinity war, infinity war, infinity war, infinity war, infinity war, infinity war, infinity war, infinity war, infinity war, infinity war, infinity war, infinity war, infinity war, infinity war,",0.5714285714285714,209,,0.0,9, The order of the Netflix Marvel shows is as follows:,0.0,19," Daredevil, Jessica Jones, Luke Cage, Iron Fist, The Defenders, The Punisher",0.3333333333333333,20, Daredevil,0.6666666666666666,10,"Daredevil, Jessica Jones, Luke Cage, Iron Fist, Defenders",0.36363636363636365,17,,0.0,9," Daredevil, Jessica Jones, Luke Cage, Iron Fist, The Defenders, The Punisher",0.3333333333333333,20," Daredevil, Jessica Jones, Luke Cage, Iron Fist, The Defenders, The Punisher, and Daredevil (Season 3).",0.26666666666666666,24,"Daredevil, Jessica Jones, Luke Cage, Iron Fist, The Defenders, The Punisher",0.3333333333333333,20," Daredevil, Jessica Jones, Luke Cage, Iron Fist, The Defenders, The Punisher",0.3333333333333333,20,"Daredevil, Jessica Jones, Luke Cage, Iron Fist, The Defenders",0.36363636363636365,18," Daredevil, Jessica Jones, Luke Cage, Iron Fist, Defenders, Punisher, The Punisher Season 2, Jessica Jones Season 2, Luke Cage Season 2, Iron Fist Season 2, The Defenders Season 2, Daredevil Season 3, Jessica Jones Season 3, Luke Cage Season 3, Iron Fist Season 3, The Punisher Season 3, The Defenders Season 3, Daredevil Season 4, Jessica Jones Season 4, Luke Cage Season 4, Iron Fist Season 4, The Punisher Season 4, The Defenders Season 4, Daredevil Season 5, Jessica Jones Season 5, Luke Cage Season 5, Iron Fist Season 5, The Punisher Season 5, The Defenders Season 5, Daredevil Season 6, Jessica Jones Season 6, Luke Cage Season 6, Iron Fist Season 6, The Punisher Season 6, The Defenders Season 6, Daredevil Season 7, Jessica Jones Season 7, Luke Cage Season 7, Iron Fist Season 7, The Punisher Season 7, The Defenders Season 7, Daredevil Season 8, Jessica Jones Season 8, Luke Cage Season 8, Iron Fist Season 8, The Punisher Season 8, The Defenders Season 8, Daredevil Season 9,",0.19047619047619047,179,"Daredevil, Jessica Jones, Luke Cage, Iron Fist, The Defenders, The Punisher",0.3333333333333333,20, 1. Daredevil (2015),0.4,12," Daredevil, Jessica Jones, Luke Cage, Iron Fist, The Defenders",0.36363636363636365,18,"Daredevil (2015), Jessica Jones (2015), Daredevil (2016), Luke Cage (2016), Iron Fist (2017), The Defenders (2017), The Punisher (2017), Jessica Jones (2018), Luke Cage (2018), Iron Fist (2018), Daredevil (2018), The Punisher (2017)",0.25,42,"Daredevil, Jessica Jones, Luke Cage, Iron Fist, The Defenders",0.36363636363636365,18,0.168648756834873,Medium
366,id2378,What is the multiplication sign on the computer?, *,0.0,9, *,0.0,9, *,0.0,9,*,0.0,9,*,0.0,9,*,0.0,9,*,0.0,9,*,0.0,9, ×,0.6666666666666666,9, an asterisk (*),0.0,11, *,0.0,9,x,0.0,9, x,0.0,9,*,0.0,9, *,0.0,9, *,0.0,9, *,0.0,9,*,0.0,9,*,0.0,9, asterisk,0.0,9, The multiplication sign on the computer is the asterisk (*).,0.0,18,*,0.0,9, *,0.0,9,X,0.0,9, *,0.0,9,*,0.0,9, Asterisk (*),0.0,10, *,0.0,9,×,0.6666666666666666,9,x,0.0,9,0.1691387544683083,Medium
746,id3900,What does the application of contract of adhesion mean?," It is a contract between two parties, where one party has significantly more bargaining power than the other.",0.5,27, The application of contract of adhesion means that the parties to a contract are not equal in bargaining power.,0.2608695652173913,28," A contract of adhesion is a contract in which the terms are drafted by one party and presented to the other party on a ""take it or leave it"" basis.",0.5925925925925926,39,A contract of adhesion is a contract in which one party has all the bargaining power and the other party has no choice but to accept the terms of the contract.,0.46153846153846156,40,A contract where one party has no real ability to negotiate terms and must accept the contract as presented.,0.45833333333333337,28,"A contract of adhesion refers to a standardized contract form that is offered to consumers of goods and services on essentially a ""take it or leave it"" basis without affording the consumer a realistic opportunity to bargain and under such conditions that the consumer cannot obtain the desired product or services except by acquiescing in the form contract. These contracts are drafted by the party with the stronger bargaining position and typically present terms on a non-negotiable basis. They are common in insurance policies, leases, and many types of commercial agreements.",0.34782608695652173,100,a contract that is offered on a take-it-or-leave-it basis,0.10256410256410256,18,A contract of adhesion is a contract drafted by one party and signed by another party who has little or no ability to negotiate more favorable terms.,0.6296296296296295,36," a standard form contract prepared by one party (offeror) and signed by another party (offeree), often without opportunity for the offeree to negotiate the terms",0.3137254901960784,34," a contract that has been drafted by one party and presented to another with no opportunity to negotiate terms, and which contains clauses that are unreasonable or favor the party who drafted the contract. This type of contract can lead to the unfair advantage of the drafting party, as the other party is unable to alter the contract's terms.",0.4225352112676057,68, A contract that is imposed on a party by the other party without the consent of the other party.,0.27906976744186046,28,When one party has all the power,0.15789473684210528,16, A contract that is not negotiated by the parties.,0.20512820512820512,18,,0.0,9," The application of contract of adhesion means that the terms of the contract are not negotiable and are presented on a take-it-or-leave-it basis. This type of contract is often used in consumer transactions, such as when you sign up for a credit card or a cell phone plan.",0.23529411764705882,57, A contract that is written by one party and presented to the other party for acceptance without the opportunity to negotiate the terms.,0.4081632653061224,32," A contract of adhesion is a contract that is drafted by one party and presented to the other party on a ""take it or leave it"" basis. The other party has no opportunity to negotiate the terms of the contract.",0.6071428571428572,49,The contract is not negotiable,0.1111111111111111,14,"A contract of adhesion is a standardized contract drafted by one party and offered to the other party on a ""take it or leave it"" basis.",0.5098039215686274,35, A contract of adhesion is a contract drafted by one party and signed by another.,0.32558139534883723,24, Contract of adhesion is a legal term used to describe a contract between two parties in which one party has all the bargaining power and the other party has no real choice but to accept the terms of the contract.,0.5,49,A contract of adhesion is a contract in which one party has all the bargaining power and uses it to write the contract primarily to his or her advantage.,0.4074074074074074,38," A contract of adhesion is a contract drafted by one party, usually a business, and offered to the other party on a take-it-or-leave-it basis, commonly in the form of a standardized form contract.",0.3773584905660377,42,An agreement that is one-sided and not negotiable.,0.10256410256410256,17," A contract of adhesion is a standard form contract that is drafted by one party and presented to another party on a ""take it or leave it"" basis.",0.45283018867924535,37,"I do not have enough context to determine the answer to the question ""What does the application of contract of adhesion mean?"". The examples show a pattern of simple factual questions and answers, but this last question requires deeper understanding of legal terminology that is not demonstrated in the examples. To answer it accurately, I would need more details about what specifically you want to know regarding contracts of adhesion.",0.1951219512195122,79," A contract of adhesion is a standardized contract, usually drafted by a party with superior bargaining power, that is presented to the other party on a ""take it or leave it"" basis. The party with superior bargaining power typically has the ability to dictate the terms of the contract, and the other party has little or no opportunity to negotiate or modify the terms. Contracts of adhesion are often used in situations where the party with superior bargaining power has a monopoly or near-monopoly on the market for the goods or services in question.",0.525,103," A contract of adhesion is a contract that one party imposes on another party, and the other party has no real choice but to accept it.",0.4230769230769231,35,"A contract of adhesion is a standardized contract form offered to consumers of goods and services on essentially a ""take it or leave it"" basis, without opportunity for bargaining over terms.",0.3508771929824561,40,The output to the last example is not given.,0.10256410256410256,18,0.1691436375094619,Medium
189,id1678,Who picks the players in the nfl draft?, NFL teams,0.25,10, NFL team,0.5,10, The teams,0.0,10,Teams,0.0,9,NFL Teams,0.25,10,NFL teams,0.25,10,NFL,0.2857142857142857,9,Teams,0.0,9, National Football League (NFL) teams,0.18181818181818182,13, the National Football League (NFL) team general managers and coaches,0.6666666666666666,18, The commissioner,0.0,10,The NFL,0.2857142857142857,10, The nfl,0.2857142857142857,10,NFL teams,0.25,10," The players in the NFL draft are picked by the teams in the league. The order of the draft is determined by the reverse order of finish in the previous season. The team with the worst record picks first, and the team with the best record picks last.",0.125,56, The teams,0.0,10, NFL teams,0.25,10,Teams,0.0,9,Teams,0.0,9, Teams,0.0,9, NFL teams,0.25,10,The teams,0.0,10, NFL,0.2857142857142857,9,The teams,0.0,10, The teams,0.0,10,NFL teams,0.25,10, The head coach and general manager of each team,0.4,17, The nfl teams,0.25,11,NFL teams,0.25,10,The teams in the NFL.,0.2222222222222222,13,0.16992859079298497,Medium
616,id3388,When was the first driver's license required?, 1903,0.13333333333333333,8, 1914,0.0,8, 1903,0.13333333333333333,8,1903,0.13333333333333333,8,1888,1.0,8,1903,0.13333333333333333,8,1903,0.13333333333333333,8,1903,0.13333333333333333,8, 1903,0.13333333333333333,8, 1903,0.13333333333333333,8, 1911,0.0,8,1903,0.13333333333333333,8, 1920,0.0,8,1903,0.13333333333333333,8, 1903,0.13333333333333333,8, 1903,0.13333333333333333,8, 1903,0.13333333333333333,8,1903,0.13333333333333333,8,1903,0.13333333333333333,8, 1903,0.13333333333333333,8, 1903,0.13333333333333333,8,1903,0.13333333333333333,8, 1901,0.0,8,1903,0.13333333333333333,8, 1903,0.13333333333333333,8,1903,0.13333333333333333,8, 1903,0.13333333333333333,8, 1903,0.13333333333333333,8,1927,0.0,8,1903,0.13333333333333333,8,0.17005746155310275,Medium
993,id97,What does the board of directors consist of?," The board of directors is typically made up of the CEO, president, vice presidents, treasurer, and secretary.",0.08695652173913043,25, The board of directors is a group of people who are responsible for the management of a company.,0.38095238095238093,26, The board of directors is the governing body of a corporation. It is responsible for the overall management of the company. The board of directors is elected by the shareholders and is responsible for appointing the CEO and other senior executives.,0.06451612903225806,49,3 to 15 members,0.0,12,Members,0.0,9,"The board of directors typically consists of a group of individuals elected by the shareholders of a company to oversee the management and make major decisions for the corporation. However, since the previous answers were concise and specific, the expected output format seems to be a brief, direct answer without additional context or explanation.",0.12244897959183672,62,12,0.0,9,Shareholders,0.0,9, elected or appointed members,0.0,12," five members appointed by the governor of each state, one member appointed by the mayor of Washington, D.C., and one member appointed by the National Park Service director.",0.07407407407407407,36, 5,0.0,9,Shareholders,0.0,9," The board of directors consists of the president, vice president, secretary, and treasurer.",0.1111111111111111,21,2014,0.0,9," The board of directors is a group of individuals elected by the shareholders of a company to oversee the management of the company and to protect the interests of the shareholders. The board of directors is typically responsible for setting the company's strategy, approving major corporate decisions, and monitoring the performance of the company's management.",0.16216216216216214,63," The board of directors consists of the president, vice president, secretary, treasurer, and the executive committee.",0.1,24," The board of directors consists of a group of individuals who are elected by the shareholders of a company to oversee the management of the company. The board of directors is responsible for setting the company's strategic direction, approving major corporate decisions, and monitoring the performance of the company's management.",0.21052631578947367,58,A group of people,0.5,12,Members,0.0,9, 5 members,0.0,10, The board of directors typically consists of members elected by the shareholders of a company to represent their interests and oversee the management of the company.,0.15384615384615385,34,A group of people who are elected to represent the shareholders of a company,0.42105263157894735,22, 11,0.0,9,A group of people who are responsible for the company's operations,0.4444444444444444,19," The board of directors consists of the chief executive officer, the chief financial officer, the chief operating officer, the chief technology officer, the chief marketing officer, the chief legal officer, the chief people officer, and the chief strategy officer.",0.16666666666666666,47,2014,0.0,9, A group of people elected to represent the shareholders of a company,0.35294117647058826,20, 12,0.0,9,People,0.2,9,A group of individuals who are elected or appointed to oversee the activities of a company or organization.,0.5454545454545455,26,0.17111077395555144,Medium
672,id3616,Where did the tradition of gift giving come from?, Rome,0.2222222222222222,10, Christmas,0.0,10, Ancient Rome,0.4,11,Germany,0.0,10,Ancient Romans,0.2,11,"The tradition of gift giving is ancient and widespread, with roots in various cultural practices. However, if we are to follow the format of the preceding outputs, which provide a concise and specific answer, we might say:",0.15789473684210528,46,ancient Rome,0.4,11,Christmas,0.0,10, The Three Wise Men,0.0,13," the ancient Romans exchanged gifts to honor the gods and to establish connections with others. They believed that gifts would please the gods and bring good fortune. The practice of gift giving was also adopted by the Greeks, who exchanged gifts to celebrate holidays and birthdays, and to show appreciation and respect for others. The exchange of gifts has become a common practice in many cultures and is often used to celebrate special occasions, show appreciation, and strengthen relationships. ",0.10169491525423728,88, Ancient Rome,0.4,11,Christmas,0.0,10, The Romans,0.0,11,The tradition of gift giving dates back thousands of years and has origins in many cultures. Some researchers trace it back to ancient Roman winter solstice festivals or early Christian traditions surrounding St. Nicholas. The modern practice became especially popular in the 19th century with the rise of consumer culture and Christmas as a retail holiday.,0.14814814814814814,65," The tradition of gift giving is thought to have originated in ancient Rome, where people would exchange gifts during the Saturnalia festival. This festival was held in honor of the god Saturn, and it was a time for feasting, drinking, and merrymaking. Gifts were often given as a way to show appreciation for friends and family, and they were also used to celebrate special occasions.",0.17857142857142858,74, The Romans,0.0,11, Ancient Rome,0.4,11,Germany,0.0,10,Ancient Rome,0.4,11, The Three Wise Men,0.0,13, Ancient Rome,0.4,11,Ancient Rome,0.4,11, Saint Nicholas,0.0,11,Ancient Egypt,0.2,11, The three wise men,0.0,13,"The tradition of gift giving dates back thousands of years and originated in different cultures around the world. Some researchers trace it back to ancient Roman and Greek traditions of giving gifts during Saturnalia and other festivals. Gift giving was also a common practice in ancient China, Egypt, and among Germanic tribes in Europe. Major religions like Christianity and Hinduism incorporated gift giving into holidays and celebrations. The modern tradition of giving gifts on birthdays, Christmas, and other occasions stems from these long-standing cultural traditions.",0.12121212121212122,94, Ancient Rome,0.4,11, The romans,0.0,11,Ancient Rome,0.4,11,The output to the last example is not given.,0.0,18,0.17251729255847326,Medium
755,id3928,When did the ouija board first come out?, 1891,0.0,9, 1890,0.5,9, 1890,0.5,9,1890,0.5,9,1890,0.5,9,1890,0.5,9,1890,0.5,9,1890,0.5,9, 1890,0.5,9, 1920,0.0,9, 1890,0.5,9,1890,0.5,9, 1890,0.5,9,1890,0.5,9, 1890,0.5,9, 1890,0.5,9, 1890,0.5,9,1890,0.5,9,1890,0.5,9, 1890,0.5,9, 1890,0.5,9,1891,0.0,9, 1890,0.5,9,1891,0.0,9, 1890,0.5,9,1890,0.5,9, 1890,0.5,9, 1890,0.5,9,1890,0.5,9,1890,0.5,9,0.1728729518208802,Medium
457,id2750,The road that connects the tombs is called?, The Via Dolorosa,0.0,11, The Great Wall,0.0,11, Via Dolorosa,0.0,10,The valley of the kings,0.0,13,Sacred Way,0.5,10,"The output to the last example should be a specific answer to the question asked, similar to the previous examples. However, without additional context, it's not clear which ""tombs"" the question is referring to, as there are many roads connecting tombs in various parts of the world. If the question is about a specific historical or archaeological site, the answer would be the name of that road.",0.0,75,The Avenue of the Dead,0.0,13,The Avenue of the Sphinxes,0.0,13, the Avenue of the Dead,0.0,13, Valley of the Kings,0.0,12, The Kings Road,0.0,11,The Road of the Dead,0.0,13, The road of the dead,0.0,13,,0.0,8, The Sacred Way,0.5,11, The road of the dead,0.0,13, The Sacred Way,0.5,11,Via Appia,0.0,10,Via Sacra,0.0,10, Via Appia,0.0,10, The Avenue of the Dead,0.0,13,The road of the dead,0.0,13, Via Dolorosa,0.0,10,The Via Dolorosa,0.0,11, The path of the dead,0.0,13,The road that connects the tombs is called Via Sacra,0.0,18, The Valley of the Kings,0.0,13, The Appian Way,0.5,11,Pathway,0.0,9,The road that connects the tombs is called? [Output: Unknown],0.0,18,0.17287295182088025,Medium
215,id1796,What do you say when you win bingo?, Bingo!,1.0,9," ""Bingo!""",1.0,9, BINGO!,1.0,9,Bingo,1.0,9,Bingo,1.0,9,Bingo!,1.0,9,Bingo!,1.0,9,Bingo,1.0,9," ""Bingo!""",1.0,9," ""Bingo!"" is the most common response when someone wins bingo. It indicates that they have successfully completed the required pattern or have reached the designated number of called numbers to win. Bingo winners typically exclaim ""Bingo!"" or use some variation of this phrase to signify that they have won the game. ",0.05263157894736842,59, Bingo,1.0,9,Bingo,1.0,9, Bingo,1.0,9,Bingo!,1.0,9, Bingo!,1.0,9, Bingo!,1.0,9, Bingo!,1.0,9,Bingo,1.0,9,Bingo!,1.0,9, Bingo,1.0,9," ""Bingo!""",1.0,9,Bingo,1.0,9, Bingo,1.0,9,Bingo!,1.0,9, Bingo,1.0,9,Bingo!,1.0,9, Bingo!,1.0,9, Bingo!,1.0,9,Bingo!,1.0,9,Bingo!,1.0,9,0.17296501815952622,Medium
49,id1146,Where did the beer hall putsch take place?," Munich, Germany",0.5,10, Munich,0.6666666666666666,9, Munich,0.6666666666666666,9,Munich,0.6666666666666666,9,Munich,0.6666666666666666,9,Germany,0.0,9,Munich,0.6666666666666666,9,Munich,0.6666666666666666,9," Munich, Germany",0.5,10," Munich, Germany",0.5,10, Munich,0.6666666666666666,9,Munich,0.6666666666666666,9, Munich,0.6666666666666666,9,Munich,0.6666666666666666,9," Munich, Germany",0.5,10, Munich,0.6666666666666666,9, Munich,0.6666666666666666,9,Munich,0.6666666666666666,9,Munich,0.6666666666666666,9, Munich,0.6666666666666666,9," Munich, Germany",0.5,10,Munich,0.6666666666666666,9, Munich,0.6666666666666666,9,Munich,0.6666666666666666,9, Munich,0.6666666666666666,9,"Munich, Germany",0.5,10, Munich,0.6666666666666666,9, Munich,0.6666666666666666,9,Munich,0.6666666666666666,9,Germany,0.0,9,0.1736101532540626,Medium
304,id2112,Consist of the sum of the fixed and variable costs for any given level of production?, Total cost,0.8,18, Total cost,0.8,18, Total cost,0.8,18,Total cost,0.8,18,Total Cost,0.8,18,Total costs,0.4,18,total cost,0.8,18,Total cost,0.8,18, Total cost,0.8,18, Total Cost,0.8,18, Total cost,0.8,18,Marginal Cost,0.4,18, Break even,0.0,18,Total cost,0.8,18, Total cost,0.8,18, Total cost,0.8,18, total cost,0.8,18,Total cost,0.8,18,Total cost,0.8,18, Total cost,0.8,18, Total cost,0.8,18,Total cost,0.8,18, Total cost,0.8,18,Total Cost,0.8,18, Total cost,0.8,18,Total cost,0.8,18, Total cost,0.8,18, Total cost,0.8,18,Total cost,0.8,18,Total cost,0.8,18,0.17366899418212195,Medium
564,id3192,What is the most common cause of right ventricular heart failure?, Pulmonary hypertension,0.4,13, Coronary artery disease,0.3333333333333333,14, Pulmonary hypertension,0.4,13,Pulmonary hypertension,0.4,13,Pulmonary Hypertension,0.4,13,Left ventricular failure,0.3333333333333333,14,Ischemic heart disease,0.6666666666666666,14,Pulmonary hypertension,0.4,13, pulmonary hypertension,0.4,13," Hypertension, or high blood pressure, is a common cause of right ventricular heart failure. It is a chronic medical condition in which the blood pressure in the arteries is persistently elevated higher than normal (130/80 mmHg or higher). The right ventricle of the heart has to pump blood against high blood pressure to the rest of the body, therefore, hypertension can put a strain on the right ventricle and lead to heart failure. Other common causes include coronary artery disease, cardiomyopathy, and valvular heart disease. In some cases, right ventricular heart failure can also occur due to arrhythmias or damage caused by diseases such as diabetes or obesity. Treatment for right ventricular heart failure generally focuses on managing the underlying cause and improving the patient's overall cardiovascular function. ",0.05194805194805195,139, Pulmonary hypertension,0.4,13,Pulmonary hypertension,0.4,13, Mitral valve prolapse,0.0,14,2014,0.0,12," The most common cause of right ventricular heart failure is left ventricular heart failure. When the left ventricle fails, it can't pump enough blood to the body. This causes blood to back up into the lungs, which can lead to pulmonary hypertension. Pulmonary hypertension is a condition in which the blood pressure in the lungs is too high. This can put a strain on the right ventricle, which can eventually lead to right ventricular heart failure.",0.09302325581395349,87, Pulmonary hypertension,0.4,13, Left ventricular heart failure,0.5714285714285714,15,Pulmonary hypertension,0.4,13,Pulmonary hypertension,0.4,13, Pulmonary hypertension,0.4,13, Coronary artery disease,0.3333333333333333,14,Pulmonary hypertension,0.4,13, Pulmonary hypertension,0.4,13,Coronary Artery Disease,0.3333333333333333,14, Pulmonary hypertension,0.4,13,Left ventricular heart failure,0.5714285714285714,15, Coronary artery disease,0.3333333333333333,14, Dilated cardiomyopathy,0.0,13,Pulmonary hypertension,0.4,13,Unknown,0.0,12,0.1738962268871042,Medium
77,id1244,When does the heart develop and begin pumping blood?, Day 21,0.0,11, 28 days,0.0,11, Week 5,0.3333333333333333,11,22 days,0.0,11,Around the 5th week of pregnancy,0.4444444444444444,15,"The heart begins to develop and start pumping blood around 3 to 4 weeks after conception. However, since the previous answers have been provided in a single year format, the most appropriate answer in this context would be:",0.0975609756097561,47,3 weeks after conception,0.0,13,21 days,0.0,11, after approximately three to four weeks of development,0.3333333333333333,17," the end of the eighth week of pregnancy, or around the 20th week after fertilization",0.2857142857142857,24, 4 weeks,0.3333333333333333,11,4th week,0.3333333333333333,11, 2 weeks,0.0,11,2013,0.0,10," The heart begins to develop in the third week of pregnancy. By the fourth week, the heart is beating and pumping blood.",0.32,31, Week 6,0.3333333333333333,11, 21 days,0.0,11,21 days,0.0,11,4 weeks,0.3333333333333333,11, 4 weeks,0.3333333333333333,11, During the fourth week of gestation.,0.4444444444444444,15,21 days,0.0,11, 4 weeks,0.3333333333333333,11,21 days after conception,0.0,13, 21 days,0.0,11,Around 3-4 weeks after conception,0.0,14, 4 weeks,0.3333333333333333,11, 3 weeks,0.0,11,6 weeks,0.0,11,The output to the last example is not given.,0.0,18,0.17475896102867652,Medium
