,instance_id,input.text,references,predicted_text_0,stats.quasi_exact_match_0,predicted_text_1,stats.quasi_exact_match_1,predicted_text_2,stats.quasi_exact_match_2,predicted_text_3,stats.quasi_exact_match_3,predicted_text_4,stats.quasi_exact_match_4,predicted_text_5,stats.quasi_exact_match_5,predicted_text_6,stats.quasi_exact_match_6,predicted_text_7,stats.quasi_exact_match_7,predicted_text_8,stats.quasi_exact_match_8,predicted_text_9,stats.quasi_exact_match_9,predicted_text_10,stats.quasi_exact_match_10,predicted_text_11,stats.quasi_exact_match_11,predicted_text_12,stats.quasi_exact_match_12,predicted_text_13,stats.quasi_exact_match_13,predicted_text_14,stats.quasi_exact_match_14,predicted_text_15,stats.quasi_exact_match_15,predicted_text_16,stats.quasi_exact_match_16,predicted_text_17,stats.quasi_exact_match_17,predicted_text_18,stats.quasi_exact_match_18,predicted_text_19,stats.quasi_exact_match_19,predicted_text_20,stats.quasi_exact_match_20,predicted_text_21,stats.quasi_exact_match_21,predicted_text_22,stats.quasi_exact_match_22,predicted_text_23,stats.quasi_exact_match_23,predicted_text_24,stats.quasi_exact_match_24,predicted_text_25,stats.quasi_exact_match_25,predicted_text_26,stats.quasi_exact_match_26,predicted_text_27,stats.quasi_exact_match_27,predicted_text_28,stats.quasi_exact_match_28,predicted_text_29,stats.quasi_exact_match_29,std,agreement_level
27,id37,"Description: The mark ""Kold and Kreamy"" for milkshakes.",descriptive (correct), descriptive,1.0,descriptive,1.0,descriptive,1.0,fanciful,0.0, suggestive,0.0,suggestive,0.0, descriptive,1.0,arbitrary,0.0, suggestive,0.0, suggestive,0.0,fanciful,0.0,descriptive,1.0,descriptive,1.0, descriptive,1.0, descriptive,1.0, suggestive,0.0, descriptive,1.0, descriptive,1.0, arbitrary,0.0, descriptive,1.0,arbitrary,0.0,descriptive,1.0, suggestive,0.0,descriptive,1.0,fanciful,0.0, fanciful,0.0,Type: suggestive,0.0,suggestive,0.0, suggestive,0.0, fanciful,0.0,0.5040069329937308,Low
45,id54,"Description: The mark ""Public Eye"" for a weekly tabloid publication.",suggestive (correct), arbitrary,0.0,descriptive,0.0,descriptive,0.0,arbitrary,0.0, suggestive,1.0,suggestive,1.0, descriptive,0.0,suggestive,1.0, arbitrary ,0.0, suggestive,1.0,suggestive,1.0,arbitrary,0.0,suggestive,1.0," arbitrary The term ""Public Eye"" may evoke visions of transparency or watchful protection, but it has no inherent connection to tabloid journalism. Like many arbitrary marks",0.0, descriptive,0.0, suggestive,1.0, descriptive,0.0, descriptive,0.0, descriptive,0.0, descriptive,0.0,arbitrary,0.0,descriptive,0.0, suggestive,1.0,suggestive,1.0,suggestive,1.0, fanciful,0.0,Type: suggestive,0.0,suggestive,1.0, suggestive,1.0, suggestive,1.0,0.5040069329937308,Low
65,id72,"Description: The mark ""Whirlpool"" for an oven.",arbitrary (correct), suggestive,0.0,suggestive,0.0,suggestive,0.0,arbitrary,1.0, arbitrary,1.0,arbitrary,1.0, descriptive,0.0,suggestive,0.0, arbitrary ,1.0, suggestive,0.0,arbitrary,1.0,arbitrary,1.0,arbitrary,1.0, arbitrary,1.0, descriptive,0.0, suggestive,0.0, descriptive,0.0, descriptive,0.0, arbitrary,1.0, descriptive,0.0,arbitrary,1.0,suggestive,0.0, suggestive,0.0,suggestive,0.0,fanciful,0.0, arbitrary,1.0,Type: arbitrary,0.0,arbitrary,1.0, arbitrary,1.0, suggestive,0.0,0.5040069329937308,Low
52,id60,"Description: The mark ""Roach Motel"" for insect traps.",suggestive (correct), suggestive,1.0,suggestive,1.0,suggestive,1.0,arbitrary,0.0, suggestive,1.0,suggestive,1.0, descriptive,0.0,suggestive,1.0, arbitrary ,0.0, suggestive,1.0,fanciful,0.0,suggestive,1.0,suggestive,1.0, fanciful,0.0, arbitrary,0.0, suggestive,1.0, fanciful,0.0, descriptive,0.0, suggestive,1.0, descriptive,0.0,arbitrary,0.0,suggestive,1.0, suggestive,1.0,suggestive,1.0,fanciful,0.0, fanciful,0.0,Type: suggestive,0.0,suggestive,1.0, suggestive,1.0, suggestive,1.0,0.5040069329937308,Low
53,id61,"Description: The mark ""Orange Crush"" for fruit flavored soda.",suggestive (correct), suggestive,1.0,suggestive,1.0,descriptive,0.0,arbitrary,0.0," Description: The mark ""Orange Crush"" for fruit flavored soda.",0.0,suggestive,1.0, descriptive,0.0,arbitrary,0.0, suggestive,1.0, suggestive,1.0,fanciful,0.0,arbitrary,0.0,descriptive,0.0, descriptive,0.0, descriptive,0.0, suggestive,1.0, descriptive,0.0, descriptive,0.0, generic,0.0, descriptive,0.0,arbitrary,0.0,suggestive,1.0, suggestive,1.0,suggestive,1.0,suggestive,1.0, arbitrary,0.0,Type: arbitrary,0.0,suggestive,1.0, suggestive,1.0, suggestive,1.0,0.5040069329937308,Low
1,id11,"Description: The mark ""Gun"" for a firearm.",generic (correct), generic,1.0,generic,1.0,generic,1.0,arbitrary,0.0, generic,1.0,generic,1.0, arbitrary,0.0,generic,1.0, suggestive ,0.0, suggestive,0.0,generic,1.0,generic,1.0,generic,1.0, arbitrary,0.0, descriptive,0.0, generic,1.0, descriptive,0.0, descriptive,0.0, generic,1.0, arbitrary,0.0,arbitrary,0.0,generic,1.0, generic,1.0,descriptive,0.0,generic,1.0, arbitrary,0.0,generic,1.0,suggestive,0.0, generic,1.0, generic,1.0,0.5040069329937308,Low
7,id17,"Description: The mark ""Pen"" for writing implements which use ink.",generic (correct), generic,1.0,generic,1.0,generic,1.0,arbitrary,0.0, generic,1.0,generic,1.0, descriptive,0.0,generic,1.0, arbitrary ,0.0, suggestive,0.0,generic,1.0,generic,1.0,generic,1.0, generic,1.0, descriptive,0.0, generic,1.0, descriptive,0.0, descriptive,0.0, generic,1.0, descriptive,0.0,arbitrary,0.0,generic,1.0, generic,1.0,descriptive,0.0,generic,1.0, arbitrary,0.0,generic,1.0,descriptive,0.0, arbitrary,0.0, generic,1.0,0.5040069329937308,Low
6,id16,"Description: The mark ""Popcorn"" for microwavable snacks.",generic (correct), generic,1.0,generic,1.0,generic,1.0,arbitrary,0.0, generic,1.0,generic,1.0, descriptive,0.0,generic,1.0, suggestive,0.0, suggestive,0.0,generic,1.0,generic,1.0,generic,1.0, descriptive,0.0, descriptive,0.0, generic,1.0, descriptive,0.0, descriptive,0.0, generic,1.0, descriptive,0.0,generic,1.0,generic,1.0, generic,1.0,descriptive,0.0,generic,1.0, generic,1.0,Type: generic,0.0,descriptive,0.0, suggestive,0.0, generic,1.0,0.5040069329937308,Low
15,id25,"Description: The mark ""Trim"" for nail clippers.",descriptive (correct), suggestive,0.0,descriptive,1.0,descriptive,1.0,arbitrary,0.0, suggestive,0.0,descriptive,1.0, descriptive,1.0,suggestive,0.0, arbitrary ,0.0, suggestive,0.0,descriptive,1.0,descriptive,1.0,suggestive,0.0, descriptive,1.0, descriptive,1.0, descriptive,1.0, descriptive,1.0, descriptive,1.0, descriptive,1.0, descriptive,1.0,arbitrary,0.0,descriptive,1.0, suggestive,0.0,descriptive,1.0,descriptive,1.0, arbitrary,0.0,Type: descriptive,0.0,suggestive,0.0, suggestive,0.0, suggestive,0.0,0.507416263404925,Low
86,id91,"Description: The mark ""Imprion"" for a line of sports drinks.",fanciful (correct), fanciful,1.0,fanciful,1.0,fanciful,1.0,arbitrary,0.0, fanciful,1.0,arbitrary,0.0, descriptive,0.0,fanciful,1.0, arbitrary ,0.0, suggestive,0.0,fanciful,1.0,arbitrary,0.0,fanciful,1.0, fanciful,1.0, arbitrary,0.0, fanciful,1.0, fanciful,1.0, suggestive,0.0, arbitrary,0.0, descriptive,0.0,arbitrary,0.0,fanciful,1.0, fanciful,1.0,arbitrary,0.0,fanciful,1.0, arbitrary,0.0,fanciful,1.0,fanciful,1.0, arbitrary,0.0, fanciful,1.0,0.507416263404925,Low
29,id39,"Description: The mark ""QuickClean"" for towels.",descriptive (correct), suggestive,0.0,descriptive,1.0,descriptive,1.0,descriptive,1.0, suggestive,0.0,arbitrary,0.0, descriptive,1.0,suggestive,0.0, suggestive ,0.0, suggestive,0.0,descriptive,1.0,descriptive,1.0,suggestive,0.0, descriptive,1.0, descriptive,1.0, suggestive,0.0, descriptive,1.0, descriptive,1.0, arbitrary,0.0, descriptive,1.0,arbitrary,0.0,descriptive,1.0, suggestive,0.0,descriptive,1.0,descriptive,1.0, arbitrary,0.0,Type: descriptive,0.0,suggestive,0.0, suggestive,0.0, suggestive,0.0,0.507416263404925,Low
68,id75,"Description: The mark ""Sahara"" for an ice cream seller.",arbitrary (correct), suggestive,0.0,arbitrary,1.0,descriptive,0.0,arbitrary,1.0, arbitrary,1.0,suggestive,0.0, descriptive,0.0,arbitrary,1.0, suggestive,0.0, suggestive,0.0,arbitrary,1.0,arbitrary,1.0,arbitrary,1.0, arbitrary,1.0, descriptive,0.0, arbitrary,1.0, descriptive,0.0, descriptive,0.0, descriptive,0.0, descriptive,0.0,arbitrary,1.0,arbitrary,1.0, arbitrary,1.0,fanciful,0.0,fanciful,0.0, arbitrary,1.0,Type: arbitrary,0.0,suggestive,0.0, suggestive,0.0, arbitrary,1.0,0.507416263404925,Low
51,id6,"Description: The mark ""Aspirin"" for inflammation medicine.",generic (correct), generic,1.0,generic,1.0,generic,1.0,arbitrary,0.0, generic,1.0,generic,1.0, descriptive,0.0,generic,1.0, arbitrary ,0.0, suggestive,0.0,generic,1.0,generic,1.0,generic,1.0, generic,1.0, descriptive,0.0, arbitrary,0.0, descriptive,0.0, descriptive,0.0, generic,1.0, descriptive,0.0,generic,1.0,arbitrary,0.0, arbitrary,0.0,generic,1.0,generic,1.0, generic,1.0,Type: generic,0.0,arbitrary,0.0, generic,1.0, arbitrary,0.0,0.507416263404925,Low
78,id84,"Description: The mark ""Wohold"" for gasoline.",fanciful (correct), fanciful,1.0,fanciful,1.0,fanciful,1.0,arbitrary,0.0, fanciful,1.0,generic,0.0, descriptive,0.0,fanciful,1.0, arbitrary ,0.0, suggestive,0.0,fanciful,1.0,arbitrary,0.0,fanciful,1.0, fanciful,1.0, descriptive,0.0, fanciful,1.0, fanciful,1.0, descriptive,0.0, generic,0.0, descriptive,0.0,arbitrary,0.0,fanciful,1.0, fanciful,1.0,descriptive,0.0,fanciful,1.0, arbitrary,0.0,Type: fanciful,0.0,fanciful,1.0, generic,0.0, fanciful,1.0,0.5085476277156078,Low
37,id47,"Description: The mark ""Old Crow"" for whiskey.",arbitrary (correct), fanciful,0.0,arbitrary,1.0,arbitrary,1.0,arbitrary,1.0, fanciful,0.0,suggestive,0.0, descriptive,0.0,arbitrary,1.0, suggestive. ,0.0, arbitrary,1.0,fanciful,0.0,arbitrary,1.0,arbitrary,1.0, arbitrary,1.0, descriptive,0.0, arbitrary,1.0, arbitrary,1.0, descriptive,0.0, generic,0.0, descriptive,0.0,arbitrary,1.0,arbitrary,1.0, arbitrary,1.0,suggestive,0.0,fanciful,0.0, fanciful,0.0,Type: arbitrary,0.0,arbitrary,1.0, generic,0.0, arbitrary,1.0,0.5085476277156078,Low
22,id32,"Description: The mark ""Smooth"" for keyboards.",descriptive (correct), descriptive,1.0,descriptive,1.0,descriptive,1.0,arbitrary,0.0," Description: The mark ""Smooth"" for keyboards.",0.0,suggestive,0.0, descriptive,1.0,suggestive,0.0, arbitrary ,0.0, suggestive,0.0,descriptive,1.0,descriptive,1.0,descriptive,1.0, descriptive,1.0, descriptive,1.0, suggestive,0.0, descriptive,1.0, descriptive,1.0, descriptive,1.0, descriptive,1.0,arbitrary,0.0,descriptive,1.0, suggestive,0.0,suggestive,0.0,descriptive,1.0, arbitrary,0.0,Type: suggestive,0.0,suggestive,0.0, suggestive,0.0, suggestive,0.0,0.5085476277156078,Low
23,id33,"Description: The mark ""Bright"" for desk lamps.",descriptive (correct), descriptive,1.0,descriptive,1.0,descriptive,1.0,arbitrary,0.0, suggestive,0.0,arbitrary,0.0, descriptive,1.0,suggestive,0.0, suggestive ,0.0, suggestive,0.0,descriptive,1.0,descriptive,1.0,descriptive,1.0, descriptive,1.0, descriptive,1.0, descriptive,1.0, descriptive,1.0, descriptive,1.0, arbitrary,0.0, descriptive,1.0,arbitrary,0.0,descriptive,1.0, suggestive,0.0,suggestive,0.0,descriptive,1.0, arbitrary,0.0,Type: descriptive,0.0,suggestive,0.0, suggestive,0.0, suggestive,0.0,0.5085476277156078,Low
