,instance_id,input.text,predicted_text_0,stats.exact_match_0,num_words_0,predicted_text_1,stats.exact_match_1,num_words_1,predicted_text_2,stats.exact_match_2,num_words_2,predicted_text_3,stats.exact_match_3,num_words_3,predicted_text_4,stats.exact_match_4,num_words_4,predicted_text_5,stats.exact_match_5,num_words_5,predicted_text_6,stats.exact_match_6,num_words_6,predicted_text_7,stats.exact_match_7,num_words_7,predicted_text_8,stats.exact_match_8,num_words_8,predicted_text_9,stats.exact_match_9,num_words_9,predicted_text_10,stats.exact_match_10,num_words_10,predicted_text_11,stats.exact_match_11,num_words_11,predicted_text_12,stats.exact_match_12,num_words_12,predicted_text_13,stats.exact_match_13,num_words_13,predicted_text_14,stats.exact_match_14,num_words_14,predicted_text_15,stats.exact_match_15,num_words_15,predicted_text_16,stats.exact_match_16,num_words_16,predicted_text_17,stats.exact_match_17,num_words_17,predicted_text_18,stats.exact_match_18,num_words_18,predicted_text_19,stats.exact_match_19,num_words_19,predicted_text_20,stats.exact_match_20,num_words_20,predicted_text_21,stats.exact_match_21,num_words_21,predicted_text_22,stats.exact_match_22,num_words_22,predicted_text_23,stats.exact_match_23,num_words_23,predicted_text_24,stats.exact_match_24,num_words_24,predicted_text_25,stats.exact_match_25,num_words_25,predicted_text_26,stats.exact_match_26,num_words_26,predicted_text_27,stats.exact_match_27,num_words_27,predicted_text_28,stats.exact_match_28,num_words_28,predicted_text_29,stats.exact_match_29,num_words_29,std,agreement_level
391,id5348,a person driving to work in which of these is most likely to lose control?, B,1.0,16, B,1.0,16,B,1.0,16, B,1.0,16, C,0.0,16, C,0.0,16, B,1.0,16,B,1.0,16,D,0.0,16,B,1.0,16,B,1.0,16,B,1.0,16,B,1.0,16, B,1.0,16, B,1.0,16, A,0.0,16, B,1.0,16,B,1.0,16, B,1.0,16, B,1.0,16, C,0.0,16,B,1.0,16,B,1.0,16,B,1.0,16, B,1.0,16,B,1.0,16, D,0.0,16, B,1.0,16,B,1.0,16,B,1.0,16,0.4068381021724863,Low
496,id5453,Pasta may be cooked in water when, C,1.0,8, C,1.0,8,C,1.0,8, A,0.0,8, B,0.0,8, C,1.0,8, C,1.0,8,C,1.0,8,B,0.0,8,C,1.0,8,C,1.0,8,C,1.0,8,C,1.0,8, C,1.0,8, C,1.0,8, D,0.0,8, C,1.0,8,C,1.0,8, B,0.0,8, C,1.0,8, C,1.0,8,C,1.0,8,C,1.0,8,C,1.0,8, B,0.0,8,C,1.0,8, C,1.0,8, C,1.0,8,C,1.0,8,C,1.0,8,0.4068381021724863,Low
299,id5256,They looked where the log decayed to garden as it would leave the earth, A,1.0,15, A,1.0,15,A,1.0,15, B,0.0,15, D,0.0,15, A,1.0,15, A,1.0,15,A,1.0,15,D,0.0,15,A,1.0,15,A,1.0,15,A,1.0,15,A,1.0,15, A,1.0,15, A,1.0,15, D,0.0,15, A,1.0,15,A,1.0,15, B,0.0,15, A,1.0,15, A,1.0,15,A,1.0,15,A,1.0,15,A,1.0,15, B,0.0,15,A,1.0,15, A,1.0,15, A,1.0,15,A,1.0,15,A,1.0,15,0.4068381021724863,Low
45,id5002,"if the earth was a living room, what can be done to melt the glaciers?", A,1.0,16, B,0.0,16,A,1.0,16, A,1.0,16, D,0.0,16, A,1.0,16, A,1.0,16,A,1.0,16,A,1.0,16,A,1.0,16,A,1.0,16,A,1.0,16,A,1.0,16, A,1.0,16, A,1.0,16, D,0.0,16, A,1.0,16,A,1.0,16, A,1.0,16, B,0.0,16, A,1.0,16,A,1.0,16,A,1.0,16,A,1.0,16, B,0.0,16,A,1.0,16, B,0.0,16, A,1.0,16,A,1.0,16,A,1.0,16,0.4068381021724863,Low
141,id5098,The eighth month of the year is winter in, B,0.0,10, A,1.0,10,B,0.0,10, D,0.0,10, D,0.0,10, D,0.0,10, D,0.0,10,A,1.0,10,D,0.0,10,C,0.0,10,D,0.0,10,B,0.0,10,D,0.0,10, A,1.0,10, D,0.0,10, A,1.0,10, D,0.0,10,D,0.0,10, D,0.0,10, B,0.0,10, D,0.0,10,D,0.0,10,D,0.0,10,A,1.0,10, C,0.0,10,D,0.0,10, A,1.0,10, D,0.0,10,D,0.0,10,D,0.0,10,0.4068381021724863,Low
3,id4960,"Oak tree seeds are planted and a sidewalk is paved right next to that spot, until eventually, the tree is tall and the roots must extend past the sidewalk, which means", C,1.0,32, C,1.0,32,C,1.0,32, C,1.0,32, C,1.0,32, A,0.0,32, C,1.0,32,C,1.0,32,D,0.0,32,C,1.0,32,C,1.0,32,C,1.0,32,C,1.0,32, C,1.0,32, C,1.0,32, C,1.0,32, C,1.0,32,C,1.0,32, D,0.0,32, A,0.0,32, C,1.0,32,C,1.0,32,C,1.0,32,C,1.0,32, B,0.0,32,D,0.0,32, C,1.0,32, C,1.0,32,C,1.0,32,C,1.0,32,0.4068381021724863,Low
314,id5271,Nectar is taken to, B,1.0,5, B,1.0,5,B,1.0,5, B,1.0,5, B,1.0,5, A,0.0,5, B,1.0,5,B,1.0,5,A,0.0,5,B,1.0,5,B,1.0,5,B,1.0,5,B,1.0,5, B,1.0,5, A,0.0,5, B,1.0,5, B,1.0,5,B,1.0,5, A,0.0,5, B,1.0,5, B,1.0,5,B,1.0,5,B,1.0,5,B,1.0,5, B,1.0,5,A,0.0,5, C,0.0,5, B,1.0,5,B,1.0,5,B,1.0,5,0.4068381021724863,Low
422,id5379,"In general, how many times per month is there a full moon?", C,1.0,13, C,1.0,13,C,1.0,13, C,1.0,13, B,0.0,13, C,1.0,13, C,1.0,13,C,1.0,13,C,1.0,13,C,1.0,13,C,1.0,13,C,1.0,13,C,1.0,13, C,1.0,13, A,0.0,13, D,0.0,13, C,1.0,13,C,1.0,13, B,0.0,13, C,1.0,13, C,1.0,13,C,1.0,13,C,1.0,13,C,1.0,13, B,0.0,13,C,1.0,13, B,0.0,13, C,1.0,13,C,1.0,13,C,1.0,13,0.4068381021724863,Low
421,id5378,A beach ball goes from flat to round once you put what inside of it?, C,1.0,16, C,1.0,16,C,1.0,16, B,0.0,16, B,0.0,16, C,1.0,16, C,1.0,16,C,1.0,16,D,0.0,16,C,1.0,16,C,1.0,16,C,1.0,16,C,1.0,16, C,1.0,16, C,1.0,16, B,0.0,16, C,1.0,16,C,1.0,16, B,0.0,16, C,1.0,16, C,1.0,16,C,1.0,16,C,1.0,16,C,1.0,16, B,0.0,16,C,1.0,16, C,1.0,16, C,1.0,16,C,1.0,16,C,1.0,16,0.4068381021724863,Low
33,id4990,Which of these is a hypothesis?, A,1.0,7, A,1.0,7,A,1.0,7, D,0.0,7, D,0.0,7, A,1.0,7, A,1.0,7,A,1.0,7,B,0.0,7,A,1.0,7,A,1.0,7,A,1.0,7,A,1.0,7, A,1.0,7, A,1.0,7, B,0.0,7, A,1.0,7,A,1.0,7, C,0.0,7, A,1.0,7, A,1.0,7,A,1.0,7,A,1.0,7,A,1.0,7, A,1.0,7,A,1.0,7, D,0.0,7, A,1.0,7,A,1.0,7,A,1.0,7,0.4068381021724863,Low
436,id5393,Which of these is a place where a human might live?, A,1.0,12, A,1.0,12,A,1.0,12, D,0.0,12, D,0.0,12, A,1.0,12, A,1.0,12,A,1.0,12,D,0.0,12,A,1.0,12,A,1.0,12,A,1.0,12,A,1.0,12, A,1.0,12, A,1.0,12, B,0.0,12, A,1.0,12,A,1.0,12, B,0.0,12, A,1.0,12, A,1.0,12,A,1.0,12,A,1.0,12,A,1.0,12, B,0.0,12,A,1.0,12, A,1.0,12, A,1.0,12,A,1.0,12,A,1.0,12,0.4068381021724863,Low
66,id5023,A tool used to identify the percent chance of a trait being passed down has at least, B,0.0,18, C,0.0,18,B,0.0,18, B,0.0,18, B,0.0,18, C,0.0,18, C,0.0,18,A,1.0,18,B,0.0,18,B,0.0,18,B,0.0,18,B,0.0,18,B,0.0,18, B,0.0,18, D,0.0,18, B,0.0,18, C,0.0,18,B,0.0,18, A,1.0,18, C,0.0,18, B,0.0,18,A,1.0,18,B,0.0,18,A,1.0,18, B,0.0,18,B,0.0,18, A,1.0,18, A,1.0,18,B,0.0,18,C,0.0,18,0.4068381021724863,Low
76,id5033,Plant growth may cause, A,1.0,5, A,1.0,5,A,1.0,5, A,1.0,5, C,0.0,5, A,1.0,5, A,1.0,5,A,1.0,5,D,0.0,5,A,1.0,5,A,1.0,5,A,1.0,5,A,1.0,5, A,1.0,5, C,0.0,5, A,1.0,5, A,1.0,5,A,1.0,5, C,0.0,5, A,1.0,5, C,0.0,5,A,1.0,5,A,1.0,5,A,1.0,5, B,0.0,5,A,1.0,5, A,1.0,5, A,1.0,5,A,1.0,5,A,1.0,5,0.4068381021724863,Low
447,id5404,A measurement of time that is less than a minute is a, D,1.0,13, D,1.0,13,D,1.0,13, B,0.0,13, C,0.0,13, D,1.0,13, D,1.0,13,D,1.0,13,D,1.0,13,D,1.0,13,D,1.0,13,D,1.0,13,D,1.0,13, D,1.0,13, D,1.0,13, B,0.0,13, D,1.0,13,D,1.0,13, A,0.0,13, D,1.0,13, D,1.0,13,D,1.0,13,D,1.0,13,D,1.0,13, B,0.0,13,D,1.0,13, B,0.0,13, D,1.0,13,D,1.0,13,D,1.0,13,0.4068381021724863,Low
17,id4974,A Mola Mola might live where?, C,1.0,7, C,1.0,7,C,1.0,7, C,1.0,7, D,0.0,7, C,1.0,7, C,1.0,7,C,1.0,7,D,0.0,7,C,1.0,7,C,1.0,7,C,1.0,7,C,1.0,7, C,1.0,7, C,1.0,7, B,0.0,7, C,1.0,7,C,1.0,7, A,0.0,7, C,1.0,7, C,1.0,7,C,1.0,7,C,1.0,7,C,1.0,7, B,0.0,7,C,1.0,7, B,0.0,7, C,1.0,7,C,1.0,7,C,1.0,7,0.4068381021724863,Low
473,id5430,Live birth is exemplified in, B,1.0,6, B,1.0,6,B,1.0,6, B,1.0,6, D,0.0,6, B,1.0,6, B,1.0,6,B,1.0,6,D,0.0,6,B,1.0,6,B,1.0,6,B,1.0,6,B,1.0,6, B,1.0,6, B,1.0,6, A,0.0,6, B,1.0,6,B,1.0,6, C,0.0,6, B,1.0,6, B,1.0,6,B,1.0,6,B,1.0,6,B,1.0,6, B,1.0,6,D,0.0,6, C,0.0,6, B,1.0,6,B,1.0,6,B,1.0,6,0.4068381021724863,Low
455,id5412,If photosynthesis was a recipe it would require these ingredients, D,1.0,11, D,1.0,11,D,1.0,11, D,1.0,11, D,1.0,11, D,1.0,11, D,1.0,11,D,1.0,11,B,0.0,11,D,1.0,11,D,1.0,11,D,1.0,11,D,1.0,11, D,1.0,11, D,1.0,11, B,0.0,11, D,1.0,11,D,1.0,11, A,0.0,11, D,1.0,11, D,1.0,11,D,1.0,11,D,1.0,11,D,1.0,11, B,0.0,11,B,0.0,11, A,0.0,11, D,1.0,11,D,1.0,11,D,1.0,11,0.4068381021724863,Low
230,id5187,Which of these would create the most sound if struck with a metal spoon?, D,1.0,15, D,1.0,15,D,1.0,15, B,0.0,15, A,0.0,15, D,1.0,15, D,1.0,15,D,1.0,15,D,1.0,15,D,1.0,15,D,1.0,15,D,1.0,15,D,1.0,15, D,1.0,15, D,1.0,15, D,1.0,15, D,1.0,15,D,1.0,15, A,0.0,15, D,1.0,15, D,1.0,15,D,1.0,15,D,1.0,15,D,1.0,15, B,0.0,15,B,0.0,15, C,0.0,15, D,1.0,15,D,1.0,15,D,1.0,15,0.4068381021724863,Low
244,id5201,Bill planted rapeseed in his field one year and soybeans the next in order to, A,1.0,16, D,0.0,16,A,1.0,16, A,1.0,16, D,0.0,16, A,1.0,16, A,1.0,16,A,1.0,16,A,1.0,16,A,1.0,16,A,1.0,16,D,0.0,16,A,1.0,16, A,1.0,16, A,1.0,16, A,1.0,16, A,1.0,16,A,1.0,16, A,1.0,16, A,1.0,16, D,0.0,16,A,1.0,16,A,1.0,16,A,1.0,16, B,0.0,16,A,1.0,16, D,0.0,16, A,1.0,16,A,1.0,16,A,1.0,16,0.4068381021724863,Low
222,id5179,Phloem moves things around a plant similar to how, A,1.0,10, A,1.0,10,A,1.0,10, A,1.0,10, C,0.0,10, A,1.0,10, A,1.0,10,A,1.0,10,D,0.0,10,A,1.0,10,A,1.0,10,A,1.0,10,A,1.0,10, A,1.0,10, A,1.0,10, B,0.0,10, A,1.0,10,A,1.0,10, B,0.0,10, A,1.0,10, A,1.0,10,A,1.0,10,A,1.0,10,A,1.0,10, B,0.0,10,A,1.0,10, C,0.0,10, A,1.0,10,A,1.0,10,A,1.0,10,0.4068381021724863,Low
87,id5044,Some blind people have demonstrated bat-like skills by:, D,1.0,9, D,1.0,9,D,1.0,9, D,1.0,9, B,0.0,9, A,0.0,9, D,1.0,9,D,1.0,9,D,1.0,9,D,1.0,9,D,1.0,9,D,1.0,9,D,1.0,9, D,1.0,9, D,1.0,9, C,0.0,9, D,1.0,9,D,1.0,9, B,0.0,9, D,1.0,9, D,1.0,9,D,1.0,9,D,1.0,9,D,1.0,9, B,0.0,9,D,1.0,9, A,0.0,9, D,1.0,9,D,1.0,9,D,1.0,9,0.4068381021724863,Low
14,id4971,A positive effect of burning biofuel is, C,1.0,8, C,1.0,8,C,1.0,8, C,1.0,8, D,0.0,8, D,0.0,8, C,1.0,8,C,1.0,8,C,1.0,8,C,1.0,8,C,1.0,8,C,1.0,8,C,1.0,8, C,1.0,8, C,1.0,8, B,0.0,8, C,1.0,8,C,1.0,8, C,1.0,8, C,1.0,8, C,1.0,8,C,1.0,8,C,1.0,8,C,1.0,8, B,0.0,8,B,0.0,8, A,0.0,8, C,1.0,8,C,1.0,8,C,1.0,8,0.4068381021724863,Low
463,id5420,An animal might pant, A,1.0,5, A,1.0,5,A,1.0,5, A,1.0,5, D,0.0,5, A,1.0,5, A,1.0,5,A,1.0,5,B,0.0,5,A,1.0,5,A,1.0,5,A,1.0,5,A,1.0,5, A,1.0,5, A,1.0,5, C,0.0,5, A,1.0,5,A,1.0,5, D,0.0,5, A,1.0,5, D,0.0,5,A,1.0,5,A,1.0,5,A,1.0,5, B,0.0,5,A,1.0,5, A,1.0,5, A,1.0,5,A,1.0,5,A,1.0,5,0.4068381021724863,Low
199,id5156,"A boy wants to use his Walkman so that he can listen to some music. When he tries to turn it on, it us unable to, and the boy realizes that he will need", C,1.0,35, C,1.0,35,C,1.0,35, C,1.0,35, C,1.0,35, D,0.0,35, C,1.0,35,C,1.0,35,D,0.0,35,C,1.0,35,C,1.0,35,C,1.0,35,C,1.0,35, C,1.0,35, C,1.0,35, B,0.0,35, C,1.0,35,C,1.0,35, A,0.0,35, C,1.0,35, C,1.0,35,C,1.0,35,C,1.0,35,C,1.0,35, B,0.0,35,C,1.0,35, C,1.0,35, D,0.0,35,C,1.0,35,C,1.0,35,0.4068381021724863,Low
105,id5062,A spinning object is used to make, D,1.0,8, D,1.0,8,D,1.0,8, D,1.0,8, B,0.0,8, D,1.0,8, D,1.0,8,D,1.0,8,B,0.0,8,D,1.0,8,D,1.0,8,D,1.0,8,D,1.0,8, D,1.0,8, D,1.0,8, D,1.0,8, D,1.0,8,D,1.0,8, B,0.0,8, D,1.0,8, D,1.0,8,D,1.0,8,D,1.0,8,D,1.0,8, B,0.0,8,B,0.0,8, A,0.0,8, D,1.0,8,D,1.0,8,D,1.0,8,0.4068381021724863,Low
247,id5204,What will increase when a substance absorbs solar energy?, C,1.0,10, C,1.0,10,C,1.0,10, D,0.0,10, C,1.0,10, C,1.0,10, C,1.0,10,C,1.0,10,D,0.0,10,C,1.0,10,C,1.0,10,C,1.0,10,C,1.0,10, C,1.0,10, C,1.0,10, B,0.0,10, C,1.0,10,C,1.0,10, D,0.0,10, C,1.0,10, C,1.0,10,C,1.0,10,C,1.0,10,C,1.0,10, B,0.0,10,C,1.0,10, A,0.0,10, C,1.0,10,C,1.0,10,C,1.0,10,0.4068381021724863,Low
259,id5216,"if you put wine from a jug into a thin bottle, how come it conforms?", D,1.0,16, D,1.0,16,C,0.0,16, C,0.0,16, D,1.0,16, C,0.0,16, D,1.0,16,D,1.0,16,C,0.0,16,D,1.0,16,D,1.0,16,D,1.0,16,D,1.0,16, D,1.0,16, D,1.0,16, D,1.0,16, D,1.0,16,D,1.0,16, D,1.0,16, D,1.0,16, D,1.0,16,D,1.0,16,D,1.0,16,D,1.0,16, A,0.0,16,C,0.0,16, D,1.0,16, D,1.0,16,D,1.0,16,D,1.0,16,0.40683810217248634,Low
406,id5363,"In a hypothetical world, black bears decrease in numbers until there are zero black bears left on this world. The black bear species", A,1.0,24, A,1.0,24,A,1.0,24, D,0.0,24, D,0.0,24, D,0.0,24, A,1.0,24,A,1.0,24,C,0.0,24,D,0.0,24,A,1.0,24,A,1.0,24,A,1.0,24, A,1.0,24, A,1.0,24, D,0.0,24, A,1.0,24,A,1.0,24, A,1.0,24, A,1.0,24, A,1.0,24,A,1.0,24,A,1.0,24,A,1.0,24, C,0.0,24,A,1.0,24, A,1.0,24, A,1.0,24,A,1.0,24,A,1.0,24,0.43018306715207616,Low
236,id5193,What is an electrical energy conductor?, D,0.0,7, C,0.0,7,A,1.0,7, D,0.0,7, C,0.0,7, D,0.0,7, A,1.0,7,A,1.0,7,B,0.0,7,D,0.0,7,D,0.0,7,D,0.0,7,D,0.0,7, A,1.0,7, D,0.0,7, B,0.0,7, A,1.0,7,D,0.0,7, B,0.0,7, D,0.0,7, D,0.0,7,A,1.0,7,D,0.0,7,None,0.0,7, B,0.0,7,D,0.0,7, A,1.0,7, C,0.0,7,C,0.0,7,C,0.0,7,0.4301830671520762,Low
134,id5091,Which is best an letting electricity pass through?, B,0.0,9, B,0.0,9,B,0.0,9, A,0.0,9, B,0.0,9, A,0.0,9, A,0.0,9,D,1.0,9,D,1.0,9,B,0.0,9,A,0.0,9,B,0.0,9,D,1.0,9, A,0.0,9, B,0.0,9, C,0.0,9, A,0.0,9,A,0.0,9, C,0.0,9, D,1.0,9, B,0.0,9,B,0.0,9,B,0.0,9,D,1.0,9, D,1.0,9,B,0.0,9, C,0.0,9, B,0.0,9,B,0.0,9,D,1.0,9,0.43018306715207627,Low
179,id5136,The winter solstice is on December 21st in the, B,1.0,10, B,1.0,10,B,1.0,10, D,0.0,10, D,0.0,10, B,1.0,10, B,1.0,10,B,1.0,10,B,1.0,10,B,1.0,10,B,1.0,10,B,1.0,10,B,1.0,10, B,1.0,10, D,0.0,10, D,0.0,10, B,1.0,10,D,0.0,10, B,1.0,10, D,0.0,10, B,1.0,10,B,1.0,10,B,1.0,10,B,1.0,10, B,1.0,10,B,1.0,10, D,0.0,10, B,1.0,10,B,1.0,10,B,1.0,10,0.43018306715207627,Low
334,id5291,A dog is warm-blooded just like, B,1.0,7, B,1.0,7,B,1.0,7, B,1.0,7, D,0.0,7, D,0.0,7, B,1.0,7,B,1.0,7,B,1.0,7,B,1.0,7,B,1.0,7,D,0.0,7,B,1.0,7, B,1.0,7, B,1.0,7, D,0.0,7, B,1.0,7,B,1.0,7, D,0.0,7, B,1.0,7, D,0.0,7,B,1.0,7,B,1.0,7,B,1.0,7, B,1.0,7,B,1.0,7, D,0.0,7, B,1.0,7,B,1.0,7,B,1.0,7,0.43018306715207627,Low
398,id5355,"Kinetic energy can be found in objects that move, such as", D,1.0,12, D,1.0,12,D,1.0,12, D,1.0,12, D,1.0,12, D,1.0,12, D,1.0,12,D,1.0,12,D,1.0,12,D,1.0,12,D,1.0,12,D,1.0,12,D,1.0,12, A,0.0,12, A,0.0,12, A,0.0,12, D,1.0,12,D,1.0,12, B,0.0,12, D,1.0,12, D,1.0,12,A,0.0,12,D,1.0,12,D,1.0,12, B,0.0,12,D,1.0,12, B,0.0,12, D,1.0,12,D,1.0,12,D,1.0,12,0.43018306715207627,Low
178,id5135,Organisms covered by layers of sediment, A,0.0,7, A,0.0,7,A,0.0,7, A,0.0,7, B,0.0,7, A,0.0,7, A,0.0,7,D,1.0,7,C,0.0,7,A,0.0,7,A,0.0,7,A,0.0,7,A,0.0,7, D,1.0,7, C,0.0,7, D,1.0,7, A,0.0,7,D,1.0,7, A,0.0,7, A,0.0,7, C,0.0,7,A,0.0,7,A,0.0,7,D,1.0,7, B,0.0,7,A,0.0,7, A,0.0,7, A,0.0,7,D,1.0,7,D,1.0,7,0.43018306715207627,Low
9,id4966,The main component in dirt is, B,1.0,7, B,1.0,7,B,1.0,7, D,0.0,7, B,1.0,7, B,1.0,7, B,1.0,7,B,1.0,7,A,0.0,7,B,1.0,7,B,1.0,7,B,1.0,7,B,1.0,7, A,0.0,7, A,0.0,7, B,1.0,7, B,1.0,7,B,1.0,7, C,0.0,7, B,1.0,7, D,0.0,7,B,1.0,7,B,1.0,7,B,1.0,7, B,1.0,7,A,0.0,7, B,1.0,7, B,1.0,7,B,1.0,7,B,1.0,7,0.43018306715207627,Low
477,id5434,Will happen to the number of islands if the planet's temperature rises?, C,1.0,13, C,1.0,13,A,0.0,13, A,0.0,13, B,0.0,13, C,1.0,13, C,1.0,13,C,1.0,13,A,0.0,13,C,1.0,13,C,1.0,13,C,1.0,13,C,1.0,13, C,1.0,13, C,1.0,13, A,0.0,13, C,1.0,13,C,1.0,13, A,0.0,13, C,1.0,13, C,1.0,13,C,1.0,13,C,1.0,13,C,1.0,13, B,0.0,13,C,1.0,13, C,1.0,13, C,1.0,13,C,1.0,13,C,1.0,13,0.43018306715207627,Low
51,id5008,A person has a chance to experience an equinox, D,1.0,10, C,0.0,10,C,0.0,10, C,0.0,10, C,0.0,10, C,0.0,10, D,1.0,10,D,1.0,10,C,0.0,10,C,0.0,10,C,0.0,10,C,0.0,10,C,0.0,10, C,0.0,10, C,0.0,10, A,0.0,10, D,1.0,10,C,0.0,10, C,0.0,10, D,1.0,10, C,0.0,10,C,0.0,10,C,0.0,10,D,1.0,10, B,0.0,10,C,0.0,10, D,1.0,10, C,0.0,10,C,0.0,10,C,0.0,10,0.43018306715207627,Low
375,id5332,"If you find something smooth and hard on the ground, it is probably made of what?", A,1.0,17, A,1.0,17,A,1.0,17, A,1.0,17, D,0.0,17, A,1.0,17, A,1.0,17,A,1.0,17,D,0.0,17,A,1.0,17,A,1.0,17,A,1.0,17,A,1.0,17, A,1.0,17, A,1.0,17, C,0.0,17, A,1.0,17,A,1.0,17, D,0.0,17, A,1.0,17, D,0.0,17,A,1.0,17,A,1.0,17,A,1.0,17, B,0.0,17,A,1.0,17, B,0.0,17, A,1.0,17,A,1.0,17,A,1.0,17,0.4301830671520763,Low
469,id5426,How do plants reproduce?, A,1.0,5, A,1.0,5,A,1.0,5, A,1.0,5, C,0.0,5, A,1.0,5, A,1.0,5,A,1.0,5,A,1.0,5,C,0.0,5,A,1.0,5,A,1.0,5,A,1.0,5, A,1.0,5, A,1.0,5, C,0.0,5, A,1.0,5,A,1.0,5, B,0.0,5, A,1.0,5, A,1.0,5,C,0.0,5,A,1.0,5,A,1.0,5, B,0.0,5,A,1.0,5, C,0.0,5, A,1.0,5,A,1.0,5,A,1.0,5,0.4301830671520763,Low
321,id5278,"When approaching an elephant from a great distance,", D,1.0,9, D,1.0,9,D,1.0,9, D,1.0,9, D,1.0,9, D,1.0,9, D,1.0,9,A,0.0,9,D,1.0,9,D,1.0,9,D,1.0,9,D,1.0,9,D,1.0,9, D,1.0,9, D,1.0,9, B,0.0,9, D,1.0,9,B,0.0,9, C,0.0,9, D,1.0,9, C,0.0,9,D,1.0,9,D,1.0,9,D,1.0,9, B,0.0,9,D,1.0,9, C,0.0,9, D,1.0,9,D,1.0,9,D,1.0,9,0.4301830671520763,Low
181,id5138,were there fossil fuels in the ground when humans evolved?, C,1.0,11, C,1.0,11,C,1.0,11, C,1.0,11, B,0.0,11, C,1.0,11, C,1.0,11,C,1.0,11,C,1.0,11,C,1.0,11,C,1.0,11,C,1.0,11,C,1.0,11, C,1.0,11, B,0.0,11, B,0.0,11, C,1.0,11,C,1.0,11, A,0.0,11, B,0.0,11, C,1.0,11,C,1.0,11,C,1.0,11,C,1.0,11, A,0.0,11,C,1.0,11, D,0.0,11, C,1.0,11,C,1.0,11,C,1.0,11,0.4301830671520763,Low
50,id5007,Some berries may be eaten by, A,1.0,7, A,1.0,7,A,1.0,7, A,1.0,7, D,0.0,7, A,1.0,7, A,1.0,7,A,1.0,7,A,1.0,7,A,1.0,7,A,1.0,7,A,1.0,7,A,1.0,7, A,1.0,7, A,1.0,7, B,0.0,7, A,1.0,7,A,1.0,7, D,0.0,7, A,1.0,7, A,1.0,7,A,1.0,7,A,1.0,7,A,1.0,7, B,0.0,7,D,0.0,7, D,0.0,7, A,1.0,7,A,1.0,7,D,0.0,7,0.4301830671520764,Low
382,id5339,Which would you likely find inside a beach ball?, D,1.0,10, D,1.0,10,D,1.0,10, C,0.0,10, C,0.0,10, D,1.0,10, D,1.0,10,D,1.0,10,C,0.0,10,D,1.0,10,D,1.0,10,D,1.0,10,D,1.0,10, D,1.0,10, D,1.0,10, C,0.0,10, D,1.0,10,D,1.0,10, C,0.0,10, D,1.0,10, D,1.0,10,D,1.0,10,D,1.0,10,D,1.0,10, B,0.0,10,D,1.0,10, C,0.0,10, D,1.0,10,D,1.0,10,D,1.0,10,0.4301830671520764,Low
67,id5024,"A prisoner is kept in a stone room, unable to see the sun. The prisoner knows that he needs vitamin D to survive, so he", A,1.0,26, A,1.0,26,A,1.0,26, C,0.0,26, C,0.0,26, D,0.0,26, A,1.0,26,A,1.0,26,C,0.0,26,A,1.0,26,A,1.0,26,A,1.0,26,A,1.0,26, A,1.0,26, A,1.0,26, A,1.0,26, A,1.0,26,A,1.0,26, A,1.0,26, A,1.0,26, A,1.0,26,A,1.0,26,A,1.0,26,A,1.0,26, B,0.0,26,C,0.0,26, B,0.0,26, A,1.0,26,A,1.0,26,A,1.0,26,0.4301830671520764,Low
117,id5074,Inherited characteristics, D,1.0,3, D,1.0,3,D,1.0,3, D,1.0,3, B,0.0,3, D,1.0,3, D,1.0,3,D,1.0,3,A,0.0,3,D,1.0,3,D,1.0,3,D,1.0,3,D,1.0,3, D,1.0,3, D,1.0,3, C,0.0,3, D,1.0,3,D,1.0,3, B,0.0,3, D,1.0,3, D,1.0,3,D,1.0,3,D,1.0,3,D,1.0,3, B,0.0,3,D,1.0,3, C,0.0,3, D,1.0,3,D,1.0,3,A,0.0,3,0.4301830671520764,Low
39,id4996,Bill's arm got cold when he put it inside the, A,1.0,11, A,1.0,11,A,1.0,11, A,1.0,11, D,0.0,11, A,1.0,11, A,1.0,11,A,1.0,11,A,1.0,11,A,1.0,11,A,1.0,11,D,0.0,11,A,1.0,11, A,1.0,11, A,1.0,11, C,0.0,11, A,1.0,11,A,1.0,11, B,0.0,11, A,1.0,11, A,1.0,11,A,1.0,11,A,1.0,11,A,1.0,11, B,0.0,11,A,1.0,11, B,0.0,11, A,1.0,11,C,0.0,11,A,1.0,11,0.4301830671520764,Low
323,id5280,A saguaro has adaptations for an environment with, C,1.0,9, C,1.0,9,C,1.0,9, C,1.0,9, D,0.0,9, C,1.0,9, C,1.0,9,C,1.0,9,C,1.0,9,C,1.0,9,C,1.0,9,C,1.0,9,C,1.0,9, C,1.0,9, C,1.0,9, B,0.0,9, C,1.0,9,C,1.0,9, B,0.0,9, C,1.0,9, D,0.0,9,C,1.0,9,C,1.0,9,C,1.0,9, B,0.0,9,C,1.0,9, A,0.0,9, D,0.0,9,C,1.0,9,C,1.0,9,0.4301830671520764,Low
