,instance_id,input.text,references,predicted_text_0,stats.exact_match_0,predicted_text_1,stats.exact_match_1,predicted_text_2,stats.exact_match_2,predicted_text_3,stats.exact_match_3,predicted_text_4,stats.exact_match_4,predicted_text_5,stats.exact_match_5,predicted_text_6,stats.exact_match_6,predicted_text_7,stats.exact_match_7,predicted_text_8,stats.exact_match_8,predicted_text_9,stats.exact_match_9,predicted_text_10,stats.exact_match_10,predicted_text_11,stats.exact_match_11,predicted_text_12,stats.exact_match_12,predicted_text_13,stats.exact_match_13,predicted_text_14,stats.exact_match_14,predicted_text_15,stats.exact_match_15,predicted_text_16,stats.exact_match_16,predicted_text_17,stats.exact_match_17,predicted_text_18,stats.exact_match_18,predicted_text_19,stats.exact_match_19,predicted_text_20,stats.exact_match_20,predicted_text_21,stats.exact_match_21,predicted_text_22,stats.exact_match_22,predicted_text_23,stats.exact_match_23,predicted_text_24,stats.exact_match_24,predicted_text_25,stats.exact_match_25,predicted_text_26,stats.exact_match_26,predicted_text_27,stats.exact_match_27,predicted_text_28,stats.exact_match_28,predicted_text_29,stats.exact_match_29,std,agreement_level
26,id20,"Find the product of the given polynomials in the given polynomial ring. f(x) = 4x - 5, g(x) = 2x^2 - 4x + 2 in Z_8[x].",2x^2 + 5SALILSPLITCHECK6x^2 + 4x + 6 (correct)SALILSPLITCHECK0SALILSPLITCHECKx^2 + 1,B,1.0, B,1.0, B,1.0,B,1.0, B,1.0,B,1.0, B,1.0, A,0.0,A,0.0,B,1.0, B,1.0,B,1.0,D,0.0, A,0.0,B,1.0, D,0.0,B,1.0, D,0.0, B,1.0,B,1.0, D,0.0, B,1.0,C,0.0,B,1.0,To,0.0, D,0.0, B,1.0, B,1.0,C,0.0, B,1.0,0.4901325178535609,Low
89,id8,Find the order of the factor group (Z_4 x Z_12)/(<2> x <2>),2SALILSPLITCHECK3SALILSPLITCHECK4 (correct)SALILSPLITCHECK12,C,1.0, D,0.0, D,0.0,A,0.0, D,0.0,D,0.0, C,1.0, A,0.0,C,1.0,D,0.0, B,0.0,B,0.0,B,0.0, B,0.0,D,0.0, A,0.0,C,1.0, C,1.0, A,0.0,C,1.0, D,0.0, C,1.0,C,1.0,C,1.0,To,0.0, C,1.0, D,0.0, D,0.0,A,0.0, C,1.0,0.4901325178535609,Low
94,id84,The polynomial x^4 + 4 can be factored into linear factors in Z_5[x]. Find this factorization.,(x − 2)(x + 2)(x − 1)(x + 1) (correct)SALILSPLITCHECK(x+1)^4SALILSPLITCHECK(x-1)(x+1)^3SALILSPLITCHECK(x-1)^3(x+1),A,1.0, A,1.0, A,1.0,A,1.0, A,1.0,D,0.0, C,0.0, C,0.0,A,1.0,D,0.0, A,1.0,A,1.0,A,1.0, A,1.0,A,1.0, D,0.0,C,0.0, A,1.0, C,0.0,D,0.0, B,0.0, A,1.0,A,1.0,A,1.0,To,0.0, A,1.0, A,1.0, A,1.0,A,1.0, B,0.0,0.4901325178535609,Low
71,id63,Find all c in Z_3 such that Z_3[x]/(x^3 + x^2 + c) is a field.,0SALILSPLITCHECK2 (correct)SALILSPLITCHECK1SALILSPLITCHECK3,B,1.0, A,0.0, A,0.0,C,0.0, C,0.0,B,1.0, C,0.0, C,0.0,A,0.0,B,1.0, B,1.0,B,1.0,B,1.0, B,1.0,A,0.0, D,0.0,D,0.0, B,1.0, C,0.0,C,0.0, A,0.0, B,1.0,A,0.0,B,1.0,To,0.0, B,1.0, D,0.0, C,0.0,C,0.0, B,1.0,0.4982728791224399,Low
101,id90,"Statement 1 | If a and b are elements of a group and a is not equal to b, then a^2 is not equal to b^2. Statement 2 | The set of rotations in a dihedral group form a cyclic subgroup.","True, TrueSALILSPLITCHECKFalse, FalseSALILSPLITCHECKTrue, FalseSALILSPLITCHECKFalse, True (correct)",C,0.0, B,0.0, A,0.0,B,0.0, A,0.0,D,1.0, D,1.0, A,0.0,B,0.0,D,1.0, B,0.0,B,0.0,A,0.0, D,1.0,D,1.0, D,1.0,D,1.0, D,1.0, A,0.0,C,0.0, A,0.0, C,0.0,C,0.0,C,0.0,D,1.0, D,1.0, B,0.0, D,1.0,C,0.0, D,1.0,0.4982728791224399,Low
17,id115,Statement 1 | Every ideal in a ring is a subring of the ring. Statement 2 | Every subring of every ring is an ideal of the ring.,"True, TrueSALILSPLITCHECKFalse, FalseSALILSPLITCHECKTrue, False (correct)SALILSPLITCHECKFalse, True",C,1.0, B,0.0, B,0.0,B,0.0, C,1.0,B,0.0, D,0.0, C,1.0,D,0.0,B,0.0, B,0.0,B,0.0,D,0.0, A,0.0,C,1.0, A,0.0,D,0.0, C,1.0, C,1.0,B,0.0, A,0.0, A,0.0,C,1.0,C,1.0,C,1.0, C,1.0, C,1.0, B,0.0,C,1.0, B,0.0,0.49827287912243995,Low
75,id67,Find all c in Z_3 such that Z_3[x]/(x^3 + cx^2 + 1) is a field.,0SALILSPLITCHECK2 (correct)SALILSPLITCHECK1SALILSPLITCHECK3,B,1.0, A,0.0, A,0.0,C,0.0, C,0.0,B,1.0, C,0.0, A,0.0,A,0.0,D,0.0, B,1.0,B,1.0,B,1.0, D,0.0,A,0.0, C,0.0,D,0.0, B,1.0, C,0.0,C,0.0, C,0.0, B,1.0,B,1.0,B,1.0,To,0.0, B,1.0, D,0.0, B,1.0,C,0.0, B,1.0,0.49827287912243995,Low
90,id80,How many homomorphisms are there of Z into Z_2?,1SALILSPLITCHECK2 (correct)SALILSPLITCHECKinfinitely manySALILSPLITCHECK0,B,1.0, C,0.0, C,0.0,B,1.0, A,0.0,D,0.0, A,0.0, B,1.0,A,0.0,C,0.0, B,1.0,B,1.0,B,1.0, B,1.0,B,1.0, A,0.0,C,0.0, B,1.0, A,0.0,B,1.0, D,0.0, C,0.0,B,1.0,B,1.0,B,1.0, B,1.0, B,1.0, B,1.0,A,0.0, B,1.0,0.5040069329937308,Low
59,id52,Compute the product in the given ring. (20)(-8) in Z_26,0SALILSPLITCHECK1SALILSPLITCHECK11SALILSPLITCHECK22 (correct),D,1.0, C,0.0, B,0.0,C,0.0, D,1.0,D,1.0, D,1.0, A,0.0,A,0.0,B,0.0, B,0.0,D,1.0,B,0.0, D,1.0,D,1.0, A,0.0,C,0.0, D,1.0, D,1.0,A,0.0, B,0.0, C,0.0,C,0.0,D,1.0,To,0.0, D,1.0, D,1.0, C,0.0,C,0.0, D,1.0,0.5040069329937308,Low
50,id44,Statement 1 | The image of a group of 6 elements under a homomorphism may have 12 elements. Statement 2 | There is a homomorphism of some group of 6 elements into some group of 12 elements.,"True, TrueSALILSPLITCHECKFalse, FalseSALILSPLITCHECKTrue, FalseSALILSPLITCHECKFalse, True (correct)",C,0.0, B,0.0, A,0.0,A,0.0, D,1.0,D,1.0, D,1.0, C,0.0,A,0.0,D,1.0, B,0.0,A,0.0,B,0.0, C,0.0,D,1.0, D,1.0,D,1.0, D,1.0, A,0.0,C,0.0, D,1.0, A,0.0,C,0.0,C,0.0,D,1.0, D,1.0, D,1.0, D,1.0,A,0.0, B,0.0,0.5040069329937308,Low
30,id24,Find the degree for the given field extension Q(sqrt(2) + sqrt(3)) over Q.,0SALILSPLITCHECK4 (correct)SALILSPLITCHECK2SALILSPLITCHECK6,C,0.0, B,1.0, B,1.0,B,1.0, B,1.0,C,0.0, C,0.0, B,1.0,C,0.0,B,1.0, B,1.0,C,0.0,B,1.0, C,0.0,B,1.0, C,0.0,B,1.0, B,1.0, B,1.0,C,0.0, C,0.0, B,1.0,B,1.0,C,0.0,B,1.0, B,1.0, D,0.0, C,0.0,C,0.0, B,1.0,0.5040069329937308,Low
68,id60,"Let A and B be sets, f: A -> B and g: B -> A be functions such that for all a \in A, g(f(a)) = a. Statement 1 | The function f must necessarily be injective. Statement 2 | The function f must necessarily be surjective.","True, TrueSALILSPLITCHECKFalse, FalseSALILSPLITCHECKTrue, False (correct)SALILSPLITCHECKFalse, True",C,1.0, C,1.0, A,0.0,A,0.0, A,0.0,D,0.0, B,0.0, D,0.0,C,1.0,D,0.0, B,0.0,B,0.0,A,0.0, B,0.0,C,1.0, D,0.0,D,0.0, C,1.0, C,1.0,A,0.0, B,0.0, C,1.0,C,1.0,C,1.0,C,1.0, C,1.0, D,0.0, C,1.0,C,1.0, B,0.0,0.5040069329937308,Low
48,id42,Statement 1 | Every group of order 42 has a normal subgroup of order 7. Statement 2 | Every group of order 42 has a normal subgroup of order 8.,"True, TrueSALILSPLITCHECKFalse, FalseSALILSPLITCHECKTrue, False (correct)SALILSPLITCHECKFalse, True",C,1.0, B,0.0, B,0.0,A,0.0, C,1.0,D,0.0, D,0.0, A,0.0,C,1.0,D,0.0, B,0.0,B,0.0,B,0.0, B,0.0,C,1.0, D,0.0,D,0.0, C,1.0, D,0.0,B,0.0, D,0.0, C,1.0,C,1.0,C,1.0,C,1.0, C,1.0, C,1.0, D,0.0,C,1.0, C,1.0,0.5040069329937308,Low
58,id51,"Find the degree for the given field extension Q(sqrt(2), sqrt(3)) over Q.",0SALILSPLITCHECK4 (correct)SALILSPLITCHECK2SALILSPLITCHECK6,C,0.0, B,1.0, B,1.0,D,0.0, B,1.0,C,0.0, D,0.0, C,0.0,C,0.0,B,1.0, B,1.0,C,0.0,B,1.0, D,0.0,B,1.0, C,0.0,D,0.0, B,1.0, D,0.0,C,0.0, D,0.0, B,1.0,B,1.0,C,0.0,B,1.0, B,1.0, D,0.0, C,0.0,C,0.0, B,1.0,0.5040069329937308,Low
4,id103,"For T: Z x Z -> Z where T(1, 0) = 3 and T(0, 1) = -5, find T(-3,2).",-19 (correct)SALILSPLITCHECK-10SALILSPLITCHECK19SALILSPLITCHECK10,A,1.0, B,0.0, B,0.0,A,1.0, A,1.0,B,0.0, B,0.0, B,0.0,A,1.0,D,0.0, B,0.0,A,1.0,A,1.0, D,0.0,A,1.0, A,1.0,C,0.0, A,1.0, A,1.0,A,1.0, A,1.0, C,0.0,A,1.0,A,1.0,To,0.0, A,1.0, C,0.0, A,1.0,A,1.0, B,0.0,0.5040069329937308,Low
25,id19,"Statement 1 | A factor group of a non-Abelian group is non-Abelian. Statement 2 | If K is a normal subgroup of H and H is a normal subgroup of G, then K is a normal subgroup of G.","True, TrueSALILSPLITCHECKFalse, False (correct)SALILSPLITCHECKTrue, FalseSALILSPLITCHECKFalse, True",A,0.0, B,1.0, B,1.0,B,1.0, B,1.0,B,1.0, D,0.0, B,1.0,B,1.0,D,0.0, B,1.0,B,1.0,B,1.0, B,1.0,D,0.0, D,0.0,D,0.0, D,0.0, C,0.0,B,1.0, D,0.0, A,0.0,C,0.0,A,0.0,D,0.0, D,0.0, C,0.0, D,0.0,A,0.0, B,1.0,0.5040069329937309,Low
73,id65,Find the maximum possible order for some element of Z_8 x Z_10 x Z_24.,8SALILSPLITCHECK120 (correct)SALILSPLITCHECK240SALILSPLITCHECK24,C,0.0, C,0.0, B,1.0,C,0.0, C,0.0,B,1.0, B,1.0, D,0.0,B,1.0,B,1.0, B,1.0,B,1.0,B,1.0, A,0.0,B,1.0, D,0.0,C,0.0, B,1.0, B,1.0,C,0.0, B,1.0, B,1.0,C,0.0,C,0.0,C,0.0, B,1.0, C,0.0, B,1.0,B,1.0, C,0.0,0.507416263404925,Low
22,id16,"Find the degree for the given field extension Q(sqrt(2), sqrt(3), sqrt(18)) over Q.",0SALILSPLITCHECK4 (correct)SALILSPLITCHECK2SALILSPLITCHECK6,D,0.0, B,1.0, B,1.0,B,1.0, D,0.0,C,0.0, D,0.0, B,1.0,D,0.0,B,1.0, B,1.0,B,1.0,B,1.0, A,0.0,B,1.0, C,0.0,D,0.0, B,1.0, D,0.0,C,0.0, C,0.0, B,1.0,D,0.0,D,0.0,D,0.0, B,1.0, D,0.0, D,0.0,B,1.0, B,1.0,0.507416263404925,Low
97,id87,Find the degree for the given field extension Q(sqrt(2)*sqrt(3)) over Q.,0SALILSPLITCHECK4SALILSPLITCHECK2 (correct)SALILSPLITCHECK6,C,1.0, B,0.0, B,0.0,B,0.0, B,0.0,C,1.0, D,0.0, B,0.0,C,1.0,B,0.0, B,0.0,C,1.0,B,0.0, A,0.0,C,1.0, C,1.0,C,1.0, C,1.0, D,0.0,C,1.0, A,0.0, B,0.0,C,1.0,C,1.0,B,0.0, C,1.0, D,0.0, C,1.0,C,1.0, B,0.0,0.507416263404925,Low
78,id7,Statement 1 | A permutation that is a product of m even permutations and n odd permutations is an even permutation if and only if n is even. Statement 2 | Every group is isomorphic to a group of permutations.,"True, True (correct)SALILSPLITCHECKFalse, FalseSALILSPLITCHECKTrue, FalseSALILSPLITCHECKFalse, True",A,1.0, B,0.0, B,0.0,B,0.0, A,1.0,A,1.0, D,0.0, C,0.0,A,1.0,D,0.0, B,0.0,B,0.0,A,1.0, A,1.0,A,1.0, D,0.0,B,0.0, A,1.0, A,1.0,A,1.0, D,0.0, A,1.0,A,1.0,A,1.0,A,1.0, A,1.0, B,0.0, A,1.0,C,0.0, B,0.0,0.507416263404925,Low
41,id35,Statement 1| Every group of order p^2 where p is prime is Abelian. Statement 2 | For a fixed prime p a Sylow p-subgroup of a group G is a normal subgroup of G if and only if it is the only Sylow p-subgroup of G.,"True, True (correct)SALILSPLITCHECKFalse, FalseSALILSPLITCHECKTrue, FalseSALILSPLITCHECKFalse, True",A,1.0, B,0.0, B,0.0,A,1.0, A,1.0,D,0.0, D,0.0, A,1.0,A,1.0,D,0.0, A,1.0,B,0.0,D,0.0, C,0.0,A,1.0, A,1.0,B,0.0, A,1.0, C,0.0,D,0.0, B,0.0, A,1.0,C,0.0,A,1.0,A,1.0, A,1.0, C,0.0, A,1.0,C,0.0, C,0.0,0.507416263404925,Low
3,id102,"Statement 1 | If H and K are subgroups of a group G, then |HK| = |H||K|/|H intersection K|. Statement 2 | A group of order 2p where p is an odd prime is cyclic or isomorphic to D_p.","True, True (correct)SALILSPLITCHECKFalse, FalseSALILSPLITCHECKTrue, FalseSALILSPLITCHECKFalse, True",C,0.0, B,0.0, B,0.0,C,0.0, A,1.0,A,1.0, D,0.0, B,0.0,A,1.0,D,0.0, B,0.0,B,0.0,A,1.0, A,1.0,A,1.0, A,1.0,D,0.0, A,1.0, A,1.0,A,1.0, C,0.0, A,1.0,C,0.0,C,0.0,A,1.0, A,1.0, B,0.0, A,1.0,C,0.0, B,0.0,0.507416263404925,Low
80,id71,Statement 1 | Every free abelian group is torsion free. Statement 2 | Every finitely generated torsion-free abelian group is a free abelian group.,"True, True (correct)SALILSPLITCHECKFalse, FalseSALILSPLITCHECKTrue, FalseSALILSPLITCHECKFalse, True",A,1.0, B,0.0, B,0.0,A,1.0, A,1.0,D,0.0, B,0.0, D,0.0,A,1.0,D,0.0, B,0.0,A,1.0,B,0.0, B,0.0,C,0.0, A,1.0,B,0.0, A,1.0, A,1.0,A,1.0, A,1.0, A,1.0,C,0.0,A,1.0,C,0.0, A,1.0, C,0.0, A,1.0,A,1.0, B,0.0,0.5085476277156078,Low
28,id22,Statement 1 | Every homomorphic image of a group G is isomorphic to a factor group of G. Statement 2 | The homomorphic images of a group G are the same (up to isomorphism) as the factor groups of G.,"True, True (correct)SALILSPLITCHECKFalse, FalseSALILSPLITCHECKTrue, FalseSALILSPLITCHECKFalse, True",A,1.0, B,0.0, B,0.0,A,1.0, A,1.0,D,0.0, B,0.0, C,0.0,A,1.0,D,0.0, B,0.0,A,1.0,A,1.0, B,0.0,A,1.0, D,0.0,D,0.0, A,1.0, A,1.0,A,1.0, D,0.0, A,1.0,C,0.0,A,1.0,A,1.0, A,1.0, C,0.0, D,0.0,A,1.0, B,0.0,0.5085476277156078,Low
107,id96,Statement 1 | The external direct product of cyclic groups is cyclic. Statement 2 | The external direct product of D_3 and D_4 is isomorphic to D_12.,"True, TrueSALILSPLITCHECKFalse, False (correct)SALILSPLITCHECKTrue, FalseSALILSPLITCHECKFalse, True",C,0.0, B,1.0, B,1.0,B,1.0, B,1.0,D,0.0, B,1.0, A,0.0,A,0.0,D,0.0, B,1.0,B,1.0,B,1.0, B,1.0,B,1.0, A,0.0,B,1.0, D,0.0, C,0.0,A,0.0, B,1.0, C,0.0,C,0.0,C,0.0,B,1.0, D,0.0, B,1.0, D,0.0,C,0.0, B,1.0,0.5085476277156078,Low
24,id18,Find all zeros in the indicated finite field of the given polynomial with coefficients in that field. x^5 + 3x^3 + x^2 + 2x in Z_5,"0SALILSPLITCHECK1SALILSPLITCHECK0,1SALILSPLITCHECK0,4 (correct)",C,0.0, C,0.0, D,1.0,D,1.0, D,1.0,D,1.0, C,0.0, B,0.0,D,1.0,D,1.0, B,0.0,D,1.0,D,1.0, C,0.0,D,1.0, C,0.0,D,1.0, D,1.0, D,1.0,C,0.0, B,0.0, C,0.0,D,1.0,C,0.0,To,0.0, D,1.0, C,0.0, D,1.0,C,0.0, C,0.0,0.5085476277156078,Low
