,instance_id,input.text,predicted_text_0,stats.quasi_exact_match_0,num_words_0,predicted_text_1,stats.quasi_exact_match_1,num_words_1,predicted_text_2,stats.quasi_exact_match_2,num_words_2,predicted_text_3,stats.quasi_exact_match_3,num_words_3,predicted_text_4,stats.quasi_exact_match_4,num_words_4,predicted_text_5,stats.quasi_exact_match_5,num_words_5,predicted_text_6,stats.quasi_exact_match_6,num_words_6,predicted_text_7,stats.quasi_exact_match_7,num_words_7,predicted_text_8,stats.quasi_exact_match_8,num_words_8,predicted_text_9,stats.quasi_exact_match_9,num_words_9,predicted_text_10,stats.quasi_exact_match_10,num_words_10,predicted_text_11,stats.quasi_exact_match_11,num_words_11,predicted_text_12,stats.quasi_exact_match_12,num_words_12,predicted_text_13,stats.quasi_exact_match_13,num_words_13,predicted_text_14,stats.quasi_exact_match_14,num_words_14,predicted_text_15,stats.quasi_exact_match_15,num_words_15,predicted_text_16,stats.quasi_exact_match_16,num_words_16,predicted_text_17,stats.quasi_exact_match_17,num_words_17,predicted_text_18,stats.quasi_exact_match_18,num_words_18,predicted_text_19,stats.quasi_exact_match_19,num_words_19,predicted_text_20,stats.quasi_exact_match_20,num_words_20,predicted_text_21,stats.quasi_exact_match_21,num_words_21,predicted_text_22,stats.quasi_exact_match_22,num_words_22,predicted_text_23,stats.quasi_exact_match_23,num_words_23,predicted_text_24,stats.quasi_exact_match_24,num_words_24,predicted_text_25,stats.quasi_exact_match_25,num_words_25,predicted_text_26,stats.quasi_exact_match_26,num_words_26,predicted_text_27,stats.quasi_exact_match_27,num_words_27,predicted_text_28,stats.quasi_exact_match_28,num_words_28,predicted_text_29,stats.quasi_exact_match_29,num_words_29,std,agreement_level
94,id99,"Description: The mark ""Ceath"" for waterguns.", fanciful,1.0,7,fanciful,1.0,7,fanciful,1.0,7,arbitrary,0.0,7, invented,0.0,7,fanciful,1.0,7, arbitrary,0.0,7,fanciful,1.0,7, arbitrary ,0.0,7, fanciful,1.0,7,fanciful,1.0,7,arbitrary,0.0,7,fanciful,1.0,7, fanciful,1.0,7, arbitrary,0.0,7, fanciful,1.0,7, fanciful,1.0,7, fanciful,1.0,7, arbitrary,0.0,7, arbitrary,0.0,7,arbitrary,0.0,7,fanciful,1.0,7, fanciful,1.0,7,fanciful,1.0,7,fanciful,1.0,7, arbitrary,0.0,7,fanciful,1.0,7,fanciful,1.0,7, arbitrary,0.0,7, fanciful,1.0,7,0.4901325178535609,Low
8,id18,"Description: The mark ""Diamond"" for precious stones.", generic,1.0,8,generic,1.0,8,generic,1.0,8,arbitrary,0.0,8, generic,1.0,8,generic,1.0,8, generic,1.0,8,generic,1.0,8, generic ,1.0,8, generic,1.0,8,generic,1.0,8,generic,1.0,8,generic,1.0,8, arbitrary,0.0,8, arbitrary,0.0,8, generic,1.0,8, descriptive,0.0,8, generic,1.0,8, arbitrary,0.0,8, arbitrary,0.0,8,arbitrary,0.0,8,generic,1.0,8, generic,1.0,8,suggestive,0.0,8,generic,1.0,8, generic,1.0,8,generic,1.0,8,arbitrary,0.0,8, fanciful,0.0,8, arbitrary,0.0,8,0.4901325178535609,Low
24,id34,"Description: The mark ""Compact"" for wallets.", suggestive,0.0,7,descriptive,1.0,7,descriptive,1.0,7,arbitrary,0.0,7," Description: The mark ""Compact"" for wallets.",0.0,12,descriptive,1.0,7, descriptive,1.0,7,descriptive,1.0,7, arbitrary ,0.0,7, suggestive,0.0,7,descriptive,1.0,7,descriptive,1.0,7,descriptive,1.0,7, descriptive,1.0,7, descriptive,1.0,7, descriptive,1.0,7, descriptive,1.0,7, descriptive,1.0,7, arbitrary,0.0,7, descriptive,1.0,7,arbitrary,0.0,7,descriptive,1.0,7, descriptive,1.0,7,descriptive,1.0,7,descriptive,1.0,7, arbitrary,0.0,7,Type: suggestive,0.0,8,suggestive,0.0,7, suggestive,0.0,7, descriptive,1.0,7,0.4901325178535609,Low
55,id63,"Description: The mark ""Dove"" for chocolate.", arbitrary,1.0,7,arbitrary,1.0,7,arbitrary,1.0,7,arbitrary,1.0,7, arbitrary,1.0,7,suggestive,0.0,7, descriptive,0.0,7,arbitrary,1.0,7, suggestive,0.0,7, suggestive,0.0,7,arbitrary,1.0,7,arbitrary,1.0,7,arbitrary,1.0,7, arbitrary,1.0,7, descriptive,0.0,7, arbitrary,1.0,7, descriptive,0.0,7, suggestive,0.0,7, arbitrary,1.0,7, descriptive,0.0,7,arbitrary,1.0,7,arbitrary,1.0,7, arbitrary,1.0,7,arbitrary,1.0,7,arbitrary,1.0,7, arbitrary,1.0,7,Type: arbitrary,0.0,8,arbitrary,1.0,7, suggestive,0.0,7, suggestive,0.0,7,0.4901325178535609,Low
66,id73,"Description: The mark ""Penguin"" for a bus service.", arbitrary,1.0,9,arbitrary,1.0,9,arbitrary,1.0,9,arbitrary,1.0,9, arbitrary,1.0,9,suggestive,0.0,9, descriptive,0.0,9,arbitrary,1.0,9, generic ,0.0,9, suggestive,0.0,9,arbitrary,1.0,9,arbitrary,1.0,9,arbitrary,1.0,9, arbitrary,1.0,9, descriptive,0.0,9, arbitrary,1.0,9, fanciful,0.0,9, fanciful,0.0,9, arbitrary,1.0,9, descriptive,0.0,9,arbitrary,1.0,9,arbitrary,1.0,9, arbitrary,1.0,9,fanciful,0.0,9,arbitrary,1.0,9, arbitrary,1.0,9,Type: arbitrary,0.0,10,arbitrary,1.0,9, fanciful,0.0,9, arbitrary,1.0,9,0.4901325178535609,Low
63,id70,"Description: The mark ""Oxygen"" for a line of pillows.", generic,0.0,10,arbitrary,1.0,10,descriptive,0.0,10,arbitrary,1.0,10, arbitrary,1.0,10,generic,0.0,10, descriptive,0.0,10,arbitrary,1.0,10, arbitrary ,1.0,10, suggestive,0.0,10,arbitrary,1.0,10,descriptive,0.0,10,arbitrary,1.0,10, descriptive,0.0,10, descriptive,0.0,10, arbitrary,1.0,10, fanciful,0.0,10, descriptive,0.0,10, arbitrary,1.0,10, descriptive,0.0,10,arbitrary,1.0,10,suggestive,0.0,10, arbitrary,1.0,10,descriptive,0.0,10,suggestive,0.0,10, arbitrary,1.0,10,Type: arbitrary,0.0,11,suggestive,0.0,10, suggestive,0.0,10, suggestive,0.0,10,0.4982728791224399,Low
91,id96,"Description: The mark ""Antilds"" for plant seeds.", fanciful,1.0,8,fanciful,1.0,8,fanciful,1.0,8,arbitrary,0.0,8, fanciful,1.0,8,fanciful,1.0,8, descriptive,0.0,8,fanciful,1.0,8, arbitrary ,0.0,8, suggestive,0.0,8,fanciful,1.0,8,arbitrary,0.0,8,fanciful,1.0,8, fanciful,1.0,8, descriptive,0.0,8, fanciful,1.0,8, fanciful,1.0,8, descriptive,0.0,8, arbitrary,0.0,8, descriptive,0.0,8,arbitrary,0.0,8,fanciful,1.0,8, fanciful,1.0,8,descriptive,0.0,8,fanciful,1.0,8, fanciful,1.0,8,fanciful,1.0,8,fanciful,1.0,8, generic,0.0,8, fanciful,1.0,8,0.4982728791224399,Low
87,id92,"Description: The mark ""Oamp"" for baseball bats.", fanciful,1.0,8,fanciful,1.0,8,fanciful,1.0,8,arbitrary,0.0,8, fanciful,1.0,8,fanciful,1.0,8, arbitrary,0.0,8,fanciful,1.0,8, arbitrary ,0.0,8, suggestive,0.0,8,fanciful,1.0,8,arbitrary,0.0,8,fanciful,1.0,8, fanciful,1.0,8, descriptive,0.0,8, fanciful,1.0,8, fanciful,1.0,8, descriptive,0.0,8, arbitrary,0.0,8, descriptive,0.0,8,arbitrary,0.0,8,fanciful,1.0,8, fanciful,1.0,8,arbitrary,0.0,8,fanciful,1.0,8, arbitrary,0.0,8,fanciful,1.0,8,fanciful,1.0,8, fanciful,1.0,8, fanciful,1.0,8,0.4982728791224399,Low
85,id90,"Description: The mark ""Kalp"" for a consulting services company.", fanciful,1.0,10,fanciful,1.0,10,fanciful,1.0,10,arbitrary,0.0,10, fanciful,1.0,10,arbitrary,0.0,10, arbitrary,0.0,10,fanciful,1.0,10, arbitrary ,0.0,10, fanciful,1.0,10,arbitrary,0.0,10,arbitrary,0.0,10,fanciful,1.0,10, fanciful,1.0,10, descriptive,0.0,10, fanciful,1.0,10, fanciful,1.0,10, fanciful,1.0,10, arbitrary,0.0,10, arbitrary,0.0,10,arbitrary,0.0,10,fanciful,1.0,10, fanciful,1.0,10,fanciful,1.0,10,fanciful,1.0,10, fanciful,1.0,10,Type: fanciful,0.0,11,fanciful,1.0,10, arbitrary,0.0,10, fanciful,1.0,10,0.4982728791224399,Low
76,id82,"Description: The mark ""Yuteal"" for cleaning wipes.", fanciful,1.0,8,fanciful,1.0,8,fanciful,1.0,8,arbitrary,0.0,8, fanciful,1.0,8,suggestive,0.0,8, descriptive,0.0,8,fanciful,1.0,8, arbitrary ,0.0,8, suggestive,0.0,8,fanciful,1.0,8,arbitrary,0.0,8,fanciful,1.0,8, fanciful,1.0,8, descriptive,0.0,8, fanciful,1.0,8, fanciful,1.0,8, fanciful,1.0,8, arbitrary,0.0,8, descriptive,0.0,8,arbitrary,0.0,8,fanciful,1.0,8, fanciful,1.0,8,fanciful,1.0,8,fanciful,1.0,8, fanciful,1.0,8,Type: fanciful,0.0,9,fanciful,1.0,8, arbitrary,0.0,8, fanciful,1.0,8,0.4982728791224399,Low
44,id53,"Description: The mark ""Quick Green"" for grass seed.", suggestive,1.0,9,descriptive,0.0,9,descriptive,0.0,9,suggested,0.0,9, suggestive,1.0,9,descriptive,0.0,9, descriptive,0.0,9,suggestive,1.0,9, suggestive,1.0,9, suggestive,1.0,9,suggestive,1.0,9,descriptive,0.0,9,descriptive,0.0,9, descriptive,0.0,9, descriptive,0.0,9, suggestive,1.0,9, descriptive,0.0,9, descriptive,0.0,9, descriptive,0.0,9, descriptive,0.0,9,arbitrary,0.0,9,descriptive,0.0,9, suggestive,1.0,9,descriptive,0.0,9,suggestive,1.0,9, arbitrary,0.0,9,Type: descriptive,0.0,10,suggestive,1.0,9, suggestive,1.0,9, suggestive,1.0,9,0.4982728791224399,Low
34,id44,"Description: The mark ""Coppertone"" for suntan oil.", suggestive,1.0,8,suggestive,1.0,8,arbitrary,0.0,8,arbitrary,0.0,8, arbitrary,0.0,8,suggestive,1.0,8, descriptive,0.0,8,arbitrary,0.0,8, suggestive/suggestive ,0.0,8, suggestive,1.0,8,fanciful,0.0,8,arbitrary,0.0,8,suggestive,1.0,8, arbitrary,0.0,8, descriptive,0.0,8, suggestive,1.0,8, descriptive,0.0,8, descriptive,0.0,8, generic,0.0,8, descriptive,0.0,8,generic,0.0,8,suggestive,1.0,8, suggestive,1.0,8,suggestive,1.0,8,fanciful,0.0,8, arbitrary,0.0,8,Type: suggestive,0.0,9,suggestive,1.0,8, suggestive,1.0,8, suggestive,1.0,8,0.49827287912243995,Low
27,id37,"Description: The mark ""Kold and Kreamy"" for milkshakes.", descriptive,1.0,9,descriptive,1.0,9,descriptive,1.0,9,fanciful,0.0,9, suggestive,0.0,9,suggestive,0.0,9, descriptive,1.0,9,arbitrary,0.0,9, suggestive,0.0,9, suggestive,0.0,9,fanciful,0.0,9,descriptive,1.0,9,descriptive,1.0,9, descriptive,1.0,9, descriptive,1.0,9, suggestive,0.0,9, descriptive,1.0,9, descriptive,1.0,9, arbitrary,0.0,9, descriptive,1.0,9,arbitrary,0.0,9,descriptive,1.0,9, suggestive,0.0,9,descriptive,1.0,9,fanciful,0.0,9, fanciful,0.0,9,Type: suggestive,0.0,10,suggestive,0.0,9, suggestive,0.0,9, fanciful,0.0,9,0.5040069329937308,Low
45,id54,"Description: The mark ""Public Eye"" for a weekly tabloid publication.", arbitrary,0.0,11,descriptive,0.0,11,descriptive,0.0,11,arbitrary,0.0,11, suggestive,1.0,11,suggestive,1.0,11, descriptive,0.0,11,suggestive,1.0,11, arbitrary ,0.0,11, suggestive,1.0,11,suggestive,1.0,11,arbitrary,0.0,11,suggestive,1.0,11," arbitrary The term ""Public Eye"" may evoke visions of transparency or watchful protection, but it has no inherent connection to tabloid journalism. Like many arbitrary marks",0.0,36, descriptive,0.0,11, suggestive,1.0,11, descriptive,0.0,11, descriptive,0.0,11, descriptive,0.0,11, descriptive,0.0,11,arbitrary,0.0,11,descriptive,0.0,11, suggestive,1.0,11,suggestive,1.0,11,suggestive,1.0,11, fanciful,0.0,11,Type: suggestive,0.0,12,suggestive,1.0,11, suggestive,1.0,11, suggestive,1.0,11,0.5040069329937308,Low
65,id72,"Description: The mark ""Whirlpool"" for an oven.", suggestive,0.0,8,suggestive,0.0,8,suggestive,0.0,8,arbitrary,1.0,8, arbitrary,1.0,8,arbitrary,1.0,8, descriptive,0.0,8,suggestive,0.0,8, arbitrary ,1.0,8, suggestive,0.0,8,arbitrary,1.0,8,arbitrary,1.0,8,arbitrary,1.0,8, arbitrary,1.0,8, descriptive,0.0,8, suggestive,0.0,8, descriptive,0.0,8, descriptive,0.0,8, arbitrary,1.0,8, descriptive,0.0,8,arbitrary,1.0,8,suggestive,0.0,8, suggestive,0.0,8,suggestive,0.0,8,fanciful,0.0,8, arbitrary,1.0,8,Type: arbitrary,0.0,9,arbitrary,1.0,8, arbitrary,1.0,8, suggestive,0.0,8,0.5040069329937308,Low
52,id60,"Description: The mark ""Roach Motel"" for insect traps.", suggestive,1.0,9,suggestive,1.0,9,suggestive,1.0,9,arbitrary,0.0,9, suggestive,1.0,9,suggestive,1.0,9, descriptive,0.0,9,suggestive,1.0,9, arbitrary ,0.0,9, suggestive,1.0,9,fanciful,0.0,9,suggestive,1.0,9,suggestive,1.0,9, fanciful,0.0,9, arbitrary,0.0,9, suggestive,1.0,9, fanciful,0.0,9, descriptive,0.0,9, suggestive,1.0,9, descriptive,0.0,9,arbitrary,0.0,9,suggestive,1.0,9, suggestive,1.0,9,suggestive,1.0,9,fanciful,0.0,9, fanciful,0.0,9,Type: suggestive,0.0,10,suggestive,1.0,9, suggestive,1.0,9, suggestive,1.0,9,0.5040069329937308,Low
53,id61,"Description: The mark ""Orange Crush"" for fruit flavored soda.", suggestive,1.0,10,suggestive,1.0,10,descriptive,0.0,10,arbitrary,0.0,10," Description: The mark ""Orange Crush"" for fruit flavored soda.",0.0,18,suggestive,1.0,10, descriptive,0.0,10,arbitrary,0.0,10, suggestive,1.0,10, suggestive,1.0,10,fanciful,0.0,10,arbitrary,0.0,10,descriptive,0.0,10, descriptive,0.0,10, descriptive,0.0,10, suggestive,1.0,10, descriptive,0.0,10, descriptive,0.0,10, generic,0.0,10, descriptive,0.0,10,arbitrary,0.0,10,suggestive,1.0,10, suggestive,1.0,10,suggestive,1.0,10,suggestive,1.0,10, arbitrary,0.0,10,Type: arbitrary,0.0,11,suggestive,1.0,10, suggestive,1.0,10, suggestive,1.0,10,0.5040069329937308,Low
1,id11,"Description: The mark ""Gun"" for a firearm.", generic,1.0,8,generic,1.0,8,generic,1.0,8,arbitrary,0.0,8, generic,1.0,8,generic,1.0,8, arbitrary,0.0,8,generic,1.0,8, suggestive ,0.0,8, suggestive,0.0,8,generic,1.0,8,generic,1.0,8,generic,1.0,8, arbitrary,0.0,8, descriptive,0.0,8, generic,1.0,8, descriptive,0.0,8, descriptive,0.0,8, generic,1.0,8, arbitrary,0.0,8,arbitrary,0.0,8,generic,1.0,8, generic,1.0,8,descriptive,0.0,8,generic,1.0,8, arbitrary,0.0,8,generic,1.0,8,suggestive,0.0,8, generic,1.0,8, generic,1.0,8,0.5040069329937308,Low
7,id17,"Description: The mark ""Pen"" for writing implements which use ink.", generic,1.0,11,generic,1.0,11,generic,1.0,11,arbitrary,0.0,11, generic,1.0,11,generic,1.0,11, descriptive,0.0,11,generic,1.0,11, arbitrary ,0.0,11, suggestive,0.0,11,generic,1.0,11,generic,1.0,11,generic,1.0,11, generic,1.0,11, descriptive,0.0,11, generic,1.0,11, descriptive,0.0,11, descriptive,0.0,11, generic,1.0,11, descriptive,0.0,11,arbitrary,0.0,11,generic,1.0,11, generic,1.0,11,descriptive,0.0,11,generic,1.0,11, arbitrary,0.0,11,generic,1.0,11,descriptive,0.0,11, arbitrary,0.0,11, generic,1.0,11,0.5040069329937308,Low
6,id16,"Description: The mark ""Popcorn"" for microwavable snacks.", generic,1.0,8,generic,1.0,8,generic,1.0,8,arbitrary,0.0,8, generic,1.0,8,generic,1.0,8, descriptive,0.0,8,generic,1.0,8, suggestive,0.0,8, suggestive,0.0,8,generic,1.0,8,generic,1.0,8,generic,1.0,8, descriptive,0.0,8, descriptive,0.0,8, generic,1.0,8, descriptive,0.0,8, descriptive,0.0,8, generic,1.0,8, descriptive,0.0,8,generic,1.0,8,generic,1.0,8, generic,1.0,8,descriptive,0.0,8,generic,1.0,8, generic,1.0,8,Type: generic,0.0,9,descriptive,0.0,8, suggestive,0.0,8, generic,1.0,8,0.5040069329937308,Low
15,id25,"Description: The mark ""Trim"" for nail clippers.", suggestive,0.0,8,descriptive,1.0,8,descriptive,1.0,8,arbitrary,0.0,8, suggestive,0.0,8,descriptive,1.0,8, descriptive,1.0,8,suggestive,0.0,8, arbitrary ,0.0,8, suggestive,0.0,8,descriptive,1.0,8,descriptive,1.0,8,suggestive,0.0,8, descriptive,1.0,8, descriptive,1.0,8, descriptive,1.0,8, descriptive,1.0,8, descriptive,1.0,8, descriptive,1.0,8, descriptive,1.0,8,arbitrary,0.0,8,descriptive,1.0,8, suggestive,0.0,8,descriptive,1.0,8,descriptive,1.0,8, arbitrary,0.0,8,Type: descriptive,0.0,9,suggestive,0.0,8, suggestive,0.0,8, suggestive,0.0,8,0.507416263404925,Low
86,id91,"Description: The mark ""Imprion"" for a line of sports drinks.", fanciful,1.0,11,fanciful,1.0,11,fanciful,1.0,11,arbitrary,0.0,11, fanciful,1.0,11,arbitrary,0.0,11, descriptive,0.0,11,fanciful,1.0,11, arbitrary ,0.0,11, suggestive,0.0,11,fanciful,1.0,11,arbitrary,0.0,11,fanciful,1.0,11, fanciful,1.0,11, arbitrary,0.0,11, fanciful,1.0,11, fanciful,1.0,11, suggestive,0.0,11, arbitrary,0.0,11, descriptive,0.0,11,arbitrary,0.0,11,fanciful,1.0,11, fanciful,1.0,11,arbitrary,0.0,11,fanciful,1.0,11, arbitrary,0.0,11,fanciful,1.0,11,fanciful,1.0,11, arbitrary,0.0,11, fanciful,1.0,11,0.507416263404925,Low
29,id39,"Description: The mark ""QuickClean"" for towels.", suggestive,0.0,7,descriptive,1.0,7,descriptive,1.0,7,descriptive,1.0,7, suggestive,0.0,7,arbitrary,0.0,7, descriptive,1.0,7,suggestive,0.0,7, suggestive ,0.0,7, suggestive,0.0,7,descriptive,1.0,7,descriptive,1.0,7,suggestive,0.0,7, descriptive,1.0,7, descriptive,1.0,7, suggestive,0.0,7, descriptive,1.0,7, descriptive,1.0,7, arbitrary,0.0,7, descriptive,1.0,7,arbitrary,0.0,7,descriptive,1.0,7, suggestive,0.0,7,descriptive,1.0,7,descriptive,1.0,7, arbitrary,0.0,7,Type: descriptive,0.0,8,suggestive,0.0,7, suggestive,0.0,7, suggestive,0.0,7,0.507416263404925,Low
68,id75,"Description: The mark ""Sahara"" for an ice cream seller.", suggestive,0.0,10,arbitrary,1.0,10,descriptive,0.0,10,arbitrary,1.0,10, arbitrary,1.0,10,suggestive,0.0,10, descriptive,0.0,10,arbitrary,1.0,10, suggestive,0.0,10, suggestive,0.0,10,arbitrary,1.0,10,arbitrary,1.0,10,arbitrary,1.0,10, arbitrary,1.0,10, descriptive,0.0,10, arbitrary,1.0,10, descriptive,0.0,10, descriptive,0.0,10, descriptive,0.0,10, descriptive,0.0,10,arbitrary,1.0,10,arbitrary,1.0,10, arbitrary,1.0,10,fanciful,0.0,10,fanciful,0.0,10, arbitrary,1.0,10,Type: arbitrary,0.0,11,suggestive,0.0,10, suggestive,0.0,10, arbitrary,1.0,10,0.507416263404925,Low
51,id6,"Description: The mark ""Aspirin"" for inflammation medicine.", generic,1.0,8,generic,1.0,8,generic,1.0,8,arbitrary,0.0,8, generic,1.0,8,generic,1.0,8, descriptive,0.0,8,generic,1.0,8, arbitrary ,0.0,8, suggestive,0.0,8,generic,1.0,8,generic,1.0,8,generic,1.0,8, generic,1.0,8, descriptive,0.0,8, arbitrary,0.0,8, descriptive,0.0,8, descriptive,0.0,8, generic,1.0,8, descriptive,0.0,8,generic,1.0,8,arbitrary,0.0,8, arbitrary,0.0,8,generic,1.0,8,generic,1.0,8, generic,1.0,8,Type: generic,0.0,9,arbitrary,0.0,8, generic,1.0,8, arbitrary,0.0,8,0.507416263404925,Low
78,id84,"Description: The mark ""Wohold"" for gasoline.", fanciful,1.0,7,fanciful,1.0,7,fanciful,1.0,7,arbitrary,0.0,7, fanciful,1.0,7,generic,0.0,7, descriptive,0.0,7,fanciful,1.0,7, arbitrary ,0.0,7, suggestive,0.0,7,fanciful,1.0,7,arbitrary,0.0,7,fanciful,1.0,7, fanciful,1.0,7, descriptive,0.0,7, fanciful,1.0,7, fanciful,1.0,7, descriptive,0.0,7, generic,0.0,7, descriptive,0.0,7,arbitrary,0.0,7,fanciful,1.0,7, fanciful,1.0,7,descriptive,0.0,7,fanciful,1.0,7, arbitrary,0.0,7,Type: fanciful,0.0,8,fanciful,1.0,7, generic,0.0,7, fanciful,1.0,7,0.5085476277156078,Low
37,id47,"Description: The mark ""Old Crow"" for whiskey.", fanciful,0.0,8,arbitrary,1.0,8,arbitrary,1.0,8,arbitrary,1.0,8, fanciful,0.0,8,suggestive,0.0,8, descriptive,0.0,8,arbitrary,1.0,8, suggestive. ,0.0,8, arbitrary,1.0,8,fanciful,0.0,8,arbitrary,1.0,8,arbitrary,1.0,8, arbitrary,1.0,8, descriptive,0.0,8, arbitrary,1.0,8, arbitrary,1.0,8, descriptive,0.0,8, generic,0.0,8, descriptive,0.0,8,arbitrary,1.0,8,arbitrary,1.0,8, arbitrary,1.0,8,suggestive,0.0,8,fanciful,0.0,8, fanciful,0.0,8,Type: arbitrary,0.0,9,arbitrary,1.0,8, generic,0.0,8, arbitrary,1.0,8,0.5085476277156078,Low
22,id32,"Description: The mark ""Smooth"" for keyboards.", descriptive,1.0,7,descriptive,1.0,7,descriptive,1.0,7,arbitrary,0.0,7," Description: The mark ""Smooth"" for keyboards.",0.0,12,suggestive,0.0,7, descriptive,1.0,7,suggestive,0.0,7, arbitrary ,0.0,7, suggestive,0.0,7,descriptive,1.0,7,descriptive,1.0,7,descriptive,1.0,7, descriptive,1.0,7, descriptive,1.0,7, suggestive,0.0,7, descriptive,1.0,7, descriptive,1.0,7, descriptive,1.0,7, descriptive,1.0,7,arbitrary,0.0,7,descriptive,1.0,7, suggestive,0.0,7,suggestive,0.0,7,descriptive,1.0,7, arbitrary,0.0,7,Type: suggestive,0.0,8,suggestive,0.0,7, suggestive,0.0,7, suggestive,0.0,7,0.5085476277156078,Low
23,id33,"Description: The mark ""Bright"" for desk lamps.", descriptive,1.0,8,descriptive,1.0,8,descriptive,1.0,8,arbitrary,0.0,8, suggestive,0.0,8,arbitrary,0.0,8, descriptive,1.0,8,suggestive,0.0,8, suggestive ,0.0,8, suggestive,0.0,8,descriptive,1.0,8,descriptive,1.0,8,descriptive,1.0,8, descriptive,1.0,8, descriptive,1.0,8, descriptive,1.0,8, descriptive,1.0,8, descriptive,1.0,8, arbitrary,0.0,8, descriptive,1.0,8,arbitrary,0.0,8,descriptive,1.0,8, suggestive,0.0,8,suggestive,0.0,8,descriptive,1.0,8, arbitrary,0.0,8,Type: descriptive,0.0,9,suggestive,0.0,8, suggestive,0.0,8, suggestive,0.0,8,0.5085476277156078,Low
