,instance_id,input.text,references,predicted_text_0,stats.f1_score_0,predicted_text_1,stats.f1_score_1,predicted_text_2,stats.f1_score_2,predicted_text_3,stats.f1_score_3,predicted_text_4,stats.f1_score_4,predicted_text_5,stats.f1_score_5,predicted_text_6,stats.f1_score_6,predicted_text_7,stats.f1_score_7,predicted_text_8,stats.f1_score_8,predicted_text_9,stats.f1_score_9,predicted_text_10,stats.f1_score_10,predicted_text_11,stats.f1_score_11,predicted_text_12,stats.f1_score_12,predicted_text_13,stats.f1_score_13,predicted_text_14,stats.f1_score_14,predicted_text_15,stats.f1_score_15,predicted_text_16,stats.f1_score_16,predicted_text_17,stats.f1_score_17,predicted_text_18,stats.f1_score_18,predicted_text_19,stats.f1_score_19,predicted_text_20,stats.f1_score_20,predicted_text_21,stats.f1_score_21,predicted_text_22,stats.f1_score_22,predicted_text_23,stats.f1_score_23,predicted_text_24,stats.f1_score_24,predicted_text_25,stats.f1_score_25,predicted_text_26,stats.f1_score_26,predicted_text_27,stats.f1_score_27,predicted_text_28,stats.f1_score_28,predicted_text_29,stats.f1_score_29,std,agreement_level
841,id4250,Where is the diaphragm located on the human body?,the inferior thoracic border (correct)SALILSPLITCHECKin the front of the body (correct)SALILSPLITCHECKthe thorax or chest region (correct), The diaphragm is located between the thoracic cavity and the abdominal cavity.,0.18181818181818182, Lower part of the ribcage,0.25, In the chest,0.3333333333333333,Between the chest and abdomen,0.25,Chest,0.4,Between the chest and the abdomen,0.25,between the lungs,0.0,Chest,0.4," between the lungs, above the stomach, and behind the sternum",0.0," in the abdominal cavity, between the stomach and intestines",0.18181818181818182, The diaphragm is a large muscle that separates the chest from the abdomen.,0.15384615384615385,Abdomen,0.0, In the chest,0.3333333333333333,"The diaphragm is located below the lungs, separating the chest cavity from the abdomen.",0.14285714285714285," The diaphragm is located at the base of the lungs, separating the chest cavity from the abdominal cavity. It is a dome-shaped muscle that contracts and relaxes to help with breathing. When the diaphragm contracts, it pulls air into the lungs. When it relaxes, it pushes air out of the lungs. The diaphragm is also involved in other bodily functions, such as coughing, sneezing, and vomiting.",0.09090909090909091, Between the lungs and the stomach,0.0, Answer: Thorax,0.3333333333333333,Chest,0.4,Below the lungs,0.0," The diaphragm is a thin, dome-shaped muscle that separates the chest cavity from the abdominal cavity. The diaphragm is located below the lungs, and above the stomach, liver, spleen, and intestines.",0.08333333333333333," The diaphragm is located in the abdomen, between the chest and the pelvis.",0.15384615384615385,Chest,0.4, below the lungs,0.0,Abdomen,0.0, Chest,0.4,The diaphragm is located below the lungs and heart in the chest cavity.,0.14285714285714285," The diaphragm is located at the bottom of the rib cage, separating the chest cavity from the abdominal cavity.",0.11764705882352941, In the lungs,0.3333333333333333,Abdomen,0.0,"The diaphragm is located in the chest cavity, below the lungs and above the abdomen.",0.13333333333333333,0.14824050207135692,High
98,id1324,What are the dimensions of an iphone se?,123.8 mm (4.87 in) H (correct)SALILSPLITCHECK58.6 mm (2.31 in) W (correct)SALILSPLITCHECK7.6 mm (0.30 in) D (correct), 4.87 inches by 2.31 inches,0.2222222222222222, 123.8 x 58.6 x 7.6 mm,0.4, 4.7 inches,0.0,4.87 inches,0.2857142857142857,123.8 x 58.6 x 7.6 mm,0.4,123.8 x 58.6 x 7.6 mm,0.4,123.8 x 58.6 x 7.3 mm,0.4,4.87 x 2.31 x 0.30 inches,0.2, 4.87 inches (124 mm) H × 2.31 inches (58.6 mm) W × 0.29 inches (7.3 mm) D,0.47058823529411764," 4.7 inches (12.1 cm) wide, 2.65 inches (6.75 cm) tall, and 0.29 inches (0.74 cm) thick)",0.0, 4.87 x 2.31 x 0.30 inches,0.2,5.65 x 2.65 x 0.29 inches,0.0, 143.9 x 67.6 x 7.1 mm,0.2,4.87 x 2.31 x 0.30 inches,0.2, 5.45 inches (138.4 mm) x 2.65 inches (67.3 mm) x 0.29 inches (7.3 mm),0.14285714285714285, 4.7 inches,0.0, 5.45 x 2.65 x 0.29 inches,0.0,4.00 x 2.31 x 0.30 inches,0.2,4.87 x 2.31 x 0.30 inches,0.2, 4.87 x 2.31 x 0.30 inches,0.2, 4.87 inches (123.8 mm) by 2.31 inches (58.6 mm) by 0.30 inch (7.6 mm),0.4,4.87 x 2.31 x 0.30 inches,0.2, 123.8 x 58.6 x 7.6 mm,0.4,4.8 inches,0.0, 4.87 x 2.31 x 0.30 inches,0.2,4.87 x 2.31 x 0.30 inches,0.2, 4.87 x 2.31 x 0.29 inches,0.2, 4.7 inches,0.0,123 x 58 x 7.6 mm,0.4,4.87 x 2.31 x 0.30 inches,0.2,0.14865850566784758,High
769,id3974,How much does a new gulfstream g650 cost?,US$66.61 million (correct)SALILSPLITCHECK$66.5 million (correct), $65 million,0.5, 65 million,0.5, $65 million,0.5,$65 million,0.5,65 million USD,0.4,"The output format seems to be providing a concise, factual answer, typically a number or a date. However, the price of a Gulfstream G650 can vary based on various factors such as customizations, market conditions, and whether the jet is new or pre-owned. As of my knowledge cutoff in 2023, a new Gulfstream G650 typically costs around $65 million to $70 million. Given the format of the previous answers, a single value should be provided. Therefore, the answer could be:",0.03571428571428571,$65 million,0.5,65 million,0.5, $64.5 million,0.5, $50 million,0.5, $65 million,0.5,$65 million,0.5," $4,000,000",0.0,$65 million,0.5, $65 million,0.5, $65 million,0.5, 65 million,0.5,65 million,0.5,$65 million,0.5, $70 million,0.5, Approximately $65 million.,0.4,$65 million,0.5, $65 million,0.5,$65 million,0.5," $65,000,000",0.0,$65 million,0.5, $70 million,0.5, $65 million,0.5,$65 million,0.5,$70 million,0.5,0.14893101772728698,High
487,id2894,Where are more than half your bones located?,the appendicular skeleton (correct), Your legs.,0.0, Skull,0.0, In your legs,0.0,Skull,0.0,Hands and Feet,0.0,Hands and Feet,0.0,in your legs,0.0,Legs,0.0, in your hands and feet,0.0, the jaw and face,0.0, Your feet,0.0,Spine,0.0, Your skull,0.0,In your hands and feet,0.0, Your hands and feet,0.0, In your skull,0.0, hands and feet,0.0,Feet,0.0,Skeleton,0.6666666666666666, Hands and feet,0.0, In your hands and feet.,0.0,In your hands and feet,0.0, Skull,0.0,In your legs,0.0, Hands and feet,0.0,In your hands and feet,0.0, Your feet,0.0, Skull,0.0,Your skeleton,0.5,"In the last example, the output is missing.",0.0,0.1496056971617189,High
257,id1944,Where do most star formation occur in the milky way today?,"molecular clouds in interstellar space (correct)SALILSPLITCHECKHigher density regions of the interstellar medium form clouds, or diffuse nebulae (correct)", In the spiral arms,0.25, The Milky Way is a barred spiral galaxy with a central bar and a prominent ring structure.,0.0, Orion,0.0,The milky way's spiral arms,0.0,Spiral Arms,0.0,In molecular clouds,0.7499999999999999,the spiral arms,0.0,Spiral arms,0.0," in the spiral arms, particularly the Orion Arm and Sagittarius Arm, with the bar having very little star formation",0.1," the outer arms, especially the Scutum and Perseus arms, where young stars are much more common than in the inner 10,000 light-year region",0.08333333333333333, The galactic center,0.0,Spiral arms,0.0, The center,0.0,The spiral arms,0.0," Most star formation in the Milky Way today occurs in the spiral arms. The spiral arms are regions of high density gas and dust, which are the raw materials for star formation. The spiral arms are also home to many young stars, which are still in the process of forming.",0.14285714285714285, The galactic center,0.0, spiral arms,0.0,The spiral arms,0.0,Spiral arms,0.0, Galactic disk,0.0, The spiral arms of the Milky Way.,0.125,In the spiral arms,0.25, spiral arms,0.0,The galactic center,0.0, The spiral arms,0.0,The spiral arms,0.0, Spiral arms,0.0, The galactic center,0.0,The spiral arms,0.0,"In the last example, the output is missing.",0.18181818181818182,0.1503266258501113,Medium
838,id4238,How are leaders of the two parties in congress chosen?,"Senate Democratic Caucus (correct)SALILSPLITCHECKSenate Republican Conference (correct)SALILSPLITCHECKelected to their positions in the Senate by their respective party caucuses, the Senate Democratic Caucus and the Senate Republican Conference (correct)", By the members of each party in their respective houses,0.4166666666666667, The party leaders are chosen by the party members.,0.19047619047619047, By the voters,0.11764705882352941,Elected by their party,0.42105263157894735,By their party members,0.31578947368421056,By their party members,0.31578947368421056,by the party members,0.2222222222222222,Election,0.0, by their respective party's elected officials,0.38095238095238093," through primary elections and caucuses, in which voters or attendees express support or opposition for a candidate and their ideas, or through appointment by state legislatures in the case of fractional votes",0.25, By the majority party,0.2222222222222222,Majority and minority leaders,0.10526315789473684, By the party caucus,0.3333333333333333,2014,0.0, The leaders of the two parties in Congress are chosen by their respective party caucuses. The caucuses are meetings of all the members of a party in Congress. The members of each caucus vote to elect their leaders.,0.4444444444444444, The speaker of the house is chosen by the majority party in the house. The majority party in the senate chooses the majority leader. The minority party in the house chooses the minority leader. The minority party in the senate chooses the minority leader.,0.2857142857142857, The leaders of the two parties in Congress are chosen by their respective party caucuses. The caucuses are meetings of all the members of a party in Congress. The members of each caucus vote to elect their leaders. The leaders of the two parties in Congress are the Speaker of the House and the Senate Majority Leader.,0.47619047619047616,By the party,0.23529411764705882,Elected by party members,0.31578947368421056, By election,0.11764705882352941, By a vote of the members of each party in the House and Senate.,0.4,Elected by the members of the party,0.3, Voting,0.0,The majority party chooses the speaker of the house and the minority party chooses the minority leader.,0.16666666666666666, By the majority party,0.2222222222222222,"The leaders of the two major parties in Congress, the Senate Majority Leader and Minority Leader and the House Majority Leader and Minority Leader, are elected by the members of their respective parties.",0.4117647058823529, By their respective party members in the House and Senate,0.5833333333333334, By election,0.11764705882352941,"Party leaders in Congress are elected by their respective party caucuses. The Speaker of the House and Senate Majority Leader are from the party that holds the majority, while the Senate Minority Leader and House Minority Leader come from the minority party.",0.47368421052631576,By a vote within each party's caucus.,0.2222222222222222,0.1509579417153532,Medium
656,id3530,What is the purpose of the terra satelite?,to monitor the state of Earth's environment and ongoing changes in its climate system (correct)SALILSPLITCHECKhelps scientists better understand the spread of pollution around the globe (correct), to study Earth's land surface,0.2222222222222222, Earth observation,0.0, To monitor the earth's weather,0.35294117647058826,To monitor the earth,0.25,To collect data about the state of Earth's environment and climate.,0.6086956521739131,To monitor Earth's climate and environment,0.6315789473684211,to monitor the earth's surface,0.35294117647058826,To take pictures of the earth,0.2222222222222222, to study the atmosphere and climate of the planet,0.4, to study the atmosphere and the surface of the earth,0.30000000000000004, To monitor the earth,0.25,To study the earth's atmosphere,0.23529411764705882, To monitor the earth,0.25,"To study Earth's land, vegetation, forests and more to understand the interactions between land, atmosphere and oceans.",0.23076923076923078," The purpose of the Terra satellite is to study the Earth's climate and environment. It is equipped with a variety of instruments that measure the Earth's surface temperature, atmospheric composition, and ocean currents. Terra's data is used to improve our understanding of the Earth's climate system and to help us predict future climate change.",0.2857142857142857, To provide communication and navigation services,0.21052631578947367," The purpose of the Terra satellite is to study the Earth's climate and environment. It is equipped with a variety of instruments that measure the Earth's surface temperature, atmospheric composition, and ocean currents. Terra's data is used to improve our understanding of the Earth's climate system and to help us predict future climate change.",0.2857142857142857,To monitor the earth,0.25,To study the Earth,0.125, To monitor the earth,0.25," To monitor and study Earth's land surface, biosphere, and atmosphere.",0.36363636363636365,To study the earth's atmosphere,0.23529411764705882, Earth observation,0.0,To monitor the earth,0.25, To monitor the earth's climate,0.47058823529411764,To study Earth's climate and environment.,0.5263157894736842, To collect data about the Earth's surface,0.21052631578947367, To monitor the earth,0.25,To observe and monitor changes in the Earth's surface.,0.5714285714285714,"To provide the output for the last example, we need to determine the purpose of the Terra satellite. However, the purpose of the Terra satellite is not given in the input-output examples. Therefore, we cannot provide the output for this example.",0.16666666666666666,0.1513755156462296,Medium
199,id1728,Why did britain declare war on france in 1803?,Napoleon's planned invasion of the United Kingdom (correct),,0.0, Napoleon's invasion of Russia,0.6000000000000001, The french were trying to take over the british colonies in america,0.0,Napoleon,0.0,Napoleonic Wars,0.0,Napoleonic Wars,0.0,The Napoleonic Wars,0.0,Napoleon,0.0, to stop the French from conquering the Spanish Empire in the Napoleonic Wars,0.0," to prevent the French from establishing a permanent naval base in Egypt, which would have given them control of the Mediterranean and threatened British trade routes.",0.06896551724137931, The French had invaded Spain and Portugal.,0.0,Napoleon,0.0, Napoleon,0.0,2014,0.0," Britain declared war on France in 1803 because of a number of factors, including the French occupation of Malta, the French annexation of Piedmont, and the French threat to invade Britain.",0.07407407407407407, Napoleon wanted to control the whole of europe,0.15384615384615385," Britain declared war on France in 1803 because France had violated the Treaty of Amiens. The treaty had been signed in 1802, and it had brought a temporary peace between the two countries. However, France soon began to violate the terms of the treaty, and Britain decided to declare war.",0.05263157894736842,Napoleon,0.0,Napoleon,0.0, Napoleon Bonaparte,0.0, To protect its interests in Europe and to prevent France from gaining control of the Low Countries.,0.09523809523809523,To get back the land they lost in the treaty of paris,0.125, Napoleonic Wars,0.0,Napoleon,0.0, Napoleon,0.0,Because Britain was concerned that Napoleon would invade Britain and threaten its interests after France had annexed significant amounts of territory in Europe.,0.07142857142857142, Britain declared war on France in 1803 due to several reasons:,0.0, Napoleon's invasion of egypt,0.6000000000000001,No clear reason given.,0.0,Britain declared war on France in 1803 because of tensions arising from the Napoleonic Wars and conflicts over trade and territory.,0.08,0.15198090524661872,Medium
398,id2522,What is the meaning of x girl friend?,"someone with whom a person was once associated, in a relationship (correct)SALILSPLITCHECKa former sexual or romantic partner (correct)",,0.0, X is the Roman numeral for 10,0.0, A girl who is a friend of a girl,0.0,A girl who is your friend,0.0,An ex-girlfriend is a woman with whom a man was previously in a romantic or sexual relationship.,0.4545454545454546,A former girlfriend,0.2857142857142857,a female friend,0.0,Ex girlfriend,0.0, a girlfriend who is a former girlfriend,0.2222222222222222, a term used to describe a woman who is very attractive to another woman,0.0, A girl who is your girlfriend,0.0,Ex girlfriend,0.0, A girl who is a friend of a boy,0.0,,0.0," X girlfriend is a term used to describe a former girlfriend. It can also be used to describe a girl who is not currently in a relationship, but who has been in a relationship in the past.",0.12903225806451613, Girlfriend,0.0, A former girlfriend.,0.2857142857142857,X girlfriend,0.0,Ex-girlfriend,0.0, X girlfriend means ex girlfriend.,0.0, X girlfriend is a term used to refer to an ex-girlfriend.,0.0,A girl who is a friend,0.0, ex-girlfriend,0.0,Ex-girlfriend,0.0, Ex Girlfriend,0.0,2014,0.0," An ex-girlfriend is a woman who used to be in a romantic relationship with someone, but is no longer.",0.3333333333333333, A girl that likes you,0.0,A former romantic partner that is female.,0.5454545454545454,The output for the last example is not given.,0.0,0.15255152029541885,Medium
277,id2002,When did the wave hill walk off end?,16 August 1975 (correct), 1966,0.0, 1966,0.0, 2017,0.0,2018,0.0,1975,0.5,1967,0.0,1971,0.0,1966,0.0," June 30, 2018",0.0, 2018,0.0, 2017,0.0,1966,0.0, 2017,0.0,"I do not have enough context to determine the answer to when the Wave Hill walk off ended. The examples provide the release year for movies and the last year a sports team won a championship. Without more details on what the ""Wave Hill walk off"" refers to, I unfortunately cannot give a similar formatted response. Please provide some clarification if you would still like me to attempt to answer when this event ended.",0.0, 1966,0.0, 2017,0.0, 1966,0.0,2017,0.0,1966,0.0, 1975,0.5, 1966,0.0,1967,0.0, 1966,0.0,2018,0.0, 2017,0.0,1966,0.0, 2017,0.0, 2017,0.0,1975,0.5,1966,0.0,0.15256428831468233,Medium
938,id767,Who sings somebody's watching me with michael jackson?,Rockwell (correct)SALILSPLITCHECKJermaine Jackson (correct), Rockwell,1.0, Rockwell,1.0, michael jackson,0.5,Rockwell,1.0,Rockwell,1.0,Rockwell,1.0,Rockwell,1.0,Rockwell,1.0, Rockwell,1.0, The Jackson 5,0.5, Rockwell,1.0,Rockwell,1.0, Michael Jackson,0.5,Rockwell,1.0, Rockwell,1.0, Rockwell,1.0, Rockwell,1.0,Rockwell,1.0,Rockwell,1.0, Rockwell,1.0, Rockwell,1.0,Rockwell,1.0, Rockwell,1.0,Rockwell,1.0, Rockwell,1.0,Rockwell,1.0, Rockwell,1.0, Rockwell,1.0,Rockwell,1.0,Rockwell,1.0,0.15256428831468244,Medium
122,id1418,Where is dia de los muertos celebrated in mexico?,"throughout Mexico, in particular the Central and South regions (correct)SALILSPLITCHECKthe Central and South regions (correct)SALILSPLITCHECKOctober 31 (correct)", Mexico City,0.2, Mexico,0.2222222222222222, In the cemetery,0.2,Mexico,0.2222222222222222,Throughout Mexico,0.4,Mexico,0.2222222222222222,Mexico,0.2222222222222222,Oaxaca,0.0, mostly in the central and southern regions of Mexico,0.625," primarily in Mexico, but also in other parts of Latin America and the United States. It is celebrated primarily on October 31st and November 2nd, when the souls of the deceased are believed to return to this world to visit the living. During this time, families will decorate graves with of their deceased and build altars with ofrendas, or offerings, to the spirits. They will also share a meal with their deceased family and friends. ",0.10169491525423728, Mexico,0.2222222222222222,Mexico City,0.2, Mexico,0.2222222222222222,Mexico,0.2222222222222222, All over Mexico,0.18181818181818182, Mexico,0.2222222222222222, All of Mexico,0.18181818181818182,Oaxaca,0.0,Mexico,0.2222222222222222, Oaxaca,0.0," Throughout Mexico, but especially in the central and southern regions.",0.7058823529411765,Mexico City,0.2, Mexico,0.2222222222222222,Mexico City,0.2, All over,0.0,Throughout Mexico,0.4, Mexico City,0.2, Mexico City,0.2,Mexico,0.2222222222222222,Mexico,0.2222222222222222,0.15291939706733104,Medium
959,id845,Where did the term liberal arts come from?,"the Roman Empire (correct)SALILSPLITCHECKthose subjects or skills that in classical antiquity were considered essential for a free person (correct)SALILSPLITCHECKLatin: liberalis, ""worthy of a free person"" (correct)SALILSPLITCHECKLatin: liberalis, free and ars, art or principled practice (correct)", Latin,0.2857142857142857, 13th century,0.0, The liberal arts are the arts that are not necessary for a person to survive.,0.25,Europe,0.0,Ancient Rome,0.0,Ancient Greece,0.0,Ancient Rome,0.0,Ancient Greece,0.0, Ancient Greece,0.0," the Latin word ""liberalis"", meaning ""free"" or ""liberal""",0.5," The term liberal arts comes from the latin word ""liber"" which means free.",0.23529411764705882,Latin,0.2857142857142857, Latin,0.2857142857142857,"The term ""liberal arts"" comes from the Latin phrase ""artes liberales"" which means the arts or studies suitable for a free person to learn.",0.24242424242424243," The term ""liberal arts"" comes from the Latin artes liberales, which means ""free arts."" The liberal arts were originally the subjects that were taught to free men in ancient Greece and Rome. These subjects included grammar, rhetoric, logic, arithmetic, geometry, music, and astronomy. The liberal arts were considered to be the foundation of a well-rounded education, and they were thought to be essential for a person to be considered a free citizen.",0.3103448275862069, The liberal arts were the first subjects taught in medieval universities.,0.2608695652173913, Ancient Greece,0.0,Ancient Greece,0.0,Ancient Rome,0.0, Latin,0.2857142857142857, Ancient Greece,0.0,Ancient Greece,0.0, Latin,0.2857142857142857,"The term liberal arts comes from the Latin word ""liberalis"" which means ""free"".",0.3529411764705882, Ancient Greece,0.0,Ancient Rome,0.0," The term ""liberal arts"" comes from the Latin phrase ""artes liberales,"" which was used in ancient Rome to describe the education of free citizens. The liberal arts were considered to be essential for a well-rounded education, and they included subjects such as grammar, rhetoric, logic, arithmetic, geometry, astronomy, and music.",0.25925925925925924," The 7 liberal arts were grammar, rhetoric, logic, arithmetic, geometry, music, and astronomy.",0.09523809523809523,Ancient Greece/Rome,0.0,Greece,0.0,0.15356569635713463,Medium
982,id936,The origins of the stations of the cross?,Via Dolorosa in Jerusalem which is believed to be the actual path Jesus walked to Mount Calvary (correct)SALILSPLITCHECKpilgrimages to Jerusalem and a desire to reproduce Via Dolorosa (correct)SALILSPLITCHECKgrew out of imitations of Via Dolorosa in Jerusalem which is believed to be the actual path Jesus walked to Mount Calvary (correct),,0.0, 19th century,0.0," The stations of the cross are a series of 14 images depicting the last hours of Jesus Christ's life. The stations are traditionally depicted in Catholic churches, and are often found in the form of a walkway or a series of paintings.",0.13636363636363635,1st century,0.0,Jerusalem,0.2222222222222222,Christianity,0.0,14th century,0.0,17th century,0.0, the Catholic Church,0.0," the early Christian tradition of decorating church buildings with images of the cross, and of using the cross as a symbol of both the church and of Christ himself.",0.08, The Stations of the Cross are a series of fourteen paintings or sculptures depicting the last hours of Jesus Christ's life.,0.11764705882352941,The origins of the stations of the cross are from the bible.,0.07692307692307693," The stations of the cross are a series of 14 paintings depicting the events of Jesus' crucifixion, from his arrest to his burial. The paintings were created by Italian artist and Franciscan friar, Giotto di Bondone, in the 13th century.",0.16326530612244897,Unknown,0.0," The Stations of the Cross, also known as the Way of the Cross or the Via Dolorosa, are a series of 14 images or sculptures that depict the final hours of Jesus Christ's life, from his condemnation to his crucifixion and burial. The Stations of the Cross are a popular devotion in the Roman Catholic Church, and they are often prayed during Lent, especially on Good Friday.",0.19047619047619047," Jesus was crucified on the hill of Golgotha, which means ""the place of the skull.""",0.2, 14th century,0.0,14th century,0.0,14,0.0, Jerusalem,0.2222222222222222, Jerusalem,0.2222222222222222,14th century,0.0, 17th century,0.0,The Stations of the Cross are a series of images depicting the final days of Jesus Christ's life. The images are displayed in a number of churches and are often used as part of the Good Friday service.,0.13953488372093023, 4th century,0.0,The Stations of the Cross originated in pilgrimages to Jerusalem and a desire to reproduce Via Dolorosa.,0.7619047619047619," The Stations of the Cross, also known as the Way of the Cross or Via Crucis, is a Catholic devotion that commemorates the final hours of Jesus Christ's life, from his condemnation to his crucifixion and burial. The practice originated in the early centuries of Christianity and has evolved over time, with different traditions and variations in the number and content of the stations.",0.1935483870967742, The Stations of the Cross are a series of 14 images depicting Jesus Christ on the day of his crucifixion and accompanying prayers. The stations originated with the pious practice in the 13th and 14th centuries of piously walking the way of the cross in Jerusalem while meditating on the Passion of Christ.,0.1568627450980392,14th century,0.0,Jerusalem,0.2222222222222222,0.15378029408526364,Medium
321,id2176,What is the name of the main artery which takes blood from the heart to the body?,The aorta (correct)SALILSPLITCHECKaorta (correct), The aorta.,1.0, aorta,1.0, Aorta,1.0,Aorta,1.0,Aorta,1.0,Aorta,1.0,Aorta,1.0,Aorta,1.0, Aorta,1.0, Aorta,1.0, Aorta,1.0,Aorta,1.0, Aorta,1.0,Aorta,1.0, The main artery which takes blood from the heart to the body is called the aorta.,0.15384615384615385, Aorta,1.0, Aorta,1.0,Aorta,1.0,Aorta,1.0, Aorta,1.0, The aorta.,1.0,Aorta,1.0, aorta,1.0,Aorta,1.0, Aorta,1.0,Aorta,1.0, Aorta,1.0, Aorta,1.0,Aorta,1.0,aorta,1.0,0.15448584955273914,Medium
594,id3302,Three major provisions of the age discrimination in employment act of 1967?,"forbids employment discrimination against anyone at least 40 years of age in the United States (correct)SALILSPLITCHECKprovides equal employment opportunity under conditions that were not explicitly covered in Title VII of the Civil Rights Act of 1964 (correct)SALILSPLITCHECKapplies to the standards for pensions and benefits provided by employers, and requires that information concerning the needs of older workers be provided to the general public (correct)",,0.0, 1967,0.0," (1) It prohibits discrimination on the basis of age in hiring, firing, promotion, compensation, job assignments, and other terms, conditions, and privileges of employment. (2) It prohibits retaliation against employees who oppose practices made unlawful by the act or who participate in proceedings under the act. (3) It requires employers to keep records of the age of each employee and to preserve those records for specified periods.",0.2,1. Prohibits age discrimination against people who are 40 or older. 2. Requires employers to treat older workers the same as younger workers. 3. Prohibits mandatory retirement unless based on reasonable factors other than age.,0.19607843137254904,Not Applicable,0.09523809523809523,"Prohibition of age discrimination, Employment help for older workers, Restrictions on mandatory retirement",0.2962962962962963,"(1) It is an unlawful employment practice for an employer to discriminate against any individual with respect to his compensation, terms, conditions, or privileges of employment, because of such individual's age.",0.2,1. Employers may not discriminate against employees or applicants for employment on the basis of age.,0.27586206896551724, Prohibits arbitrary age discrimination in employment,0.4," the elimination of mandatory retirement age of 60 for employees of the federal government, the establishment of a general age discrimination prohibition, and the establishment of an administrative procedure to enforce such prohibition",0.24390243902439027, Prohibits discrimination against employees 40 years of age or older. Prohibits discrimination against employees 18 years of age or older who are disabled. Prohibits discrimination against employees 40 years of age or older who are qualified to perform the job.,0.37499999999999994,1. Prohibits arbitrary age discrimination against workers who are at least 40 years old.,0.5," It prohibits discrimination based on age in hiring, firing, pay, promotions, and other terms and conditions of employment. It also requires employers to provide reasonable accommodation to employees with disabilities.",0.24390243902439027,,0.0," The Age Discrimination in Employment Act of 1967 (ADEA) is a federal law that protects individuals who are 40 years of age or older from employment discrimination based on age. The ADEA prohibits discrimination in all aspects of employment, including hiring, firing, promotion, layoff, compensation, benefits, job assignments, and training.",0.27450980392156865, (1) It prohibits discrimination against employees or applicants for employment who are at least 40 years of age; (2) it permits employers to favor older workers in certain circumstances; and (3) it requires that employers reasonably accommodate the religious practices of employees or prospective employees who are at least 40 years of age.,0.3921568627450981, The three major provisions of the Age Discrimination in Employment Act of 1967 are:,0.4,"1. It is unlawful for an employer to fail or refuse to hire or to discharge any individual or otherwise discriminate against any individual with respect to his compensation, terms, conditions, or privileges of employment, because of such individual's age.",0.18181818181818182,,0.0, 1. Prohibits age discrimination in employment. 2. Requires employers to post notices of their rights. 3. Requires employers to keep records.,0.3125," The Age Discrimination in Employment Act of 1967 (ADEA) prohibits employers from discriminating against individuals who are 40 years of age or older in hiring, firing, promotion, compensation, job training, or any other term, condition, or privilege of employment. It also prohibits employers from using age as a factor in determining employee benefits. Additionally, the ADEA prohibits employers from retaliating against individuals who oppose age discrimination.",0.2857142857142857,"1. Prohibits discrimination against persons 40 years of age or older. 2. Prohibits discrimination in hiring, firing, pay, job assignments, promotions, layoff, training, fringe benefits, and any other term or condition of employment. 3. Prohibits retaliation against an individual for opposing employment practices that discriminate based on age or for filing an age discrimination charge, testifying, or participating in any way in an investigation, proceeding, or litigation under the ADEA.",0.25396825396825395, 1967,0.0,1. Prohibits employment discrimination against persons 40 years of age or older.,0.5384615384615384, 1. Prohibits discrimination against individuals 40 years of age or older. 2. Requires employers to provide the same benefits to older workers as to younger workers. 3. Prohibits mandatory retirement based on age.,0.30000000000000004,,0.0," 1. Employers cannot discriminate against employees who are 40 or older in terms of hiring, firing, promotions, or other terms and conditions of employment.",0.2857142857142857," 1. Prohibits discrimination in hiring, firing, pay, job assignments, promotions, layoff, training, fringe benefits, and any other term or condition of employment. 2. Requires employers to post notices informing employees of their rights under ADEA. 3. Allows individuals to sue employers for age discrimination.",0.22950819672131145,1967,0.0,"Prohibition of age discrimination in employment, prohibition of mandatory retirement, and protection of employee benefits.",0.3846153846153847,0.15736212314607775,Medium
322,id2184,Who is the founder of the ubuntu project?,Mark Richard Shuttleworth (correct), Mark Shuttleworth,0.8, Mark Shuttleworth,0.8, Mark Shuttleworth,0.8,Mark Shuttleworth,0.8,Mark Shuttleworth,0.8,Mark Shuttleworth,0.8,Mark Shuttleworth,0.8,Mark Shuttleworth,0.8, Mark Shuttleworth,0.8, South African software developer Mark Shuttleworth,0.4444444444444444, Mark Shuttleworth,0.8,Mark Shuttleworth,0.8, Desmond Tutu,0.0,Mark Shuttleworth,0.8, Mark Shuttleworth,0.8, Mark Shuttleworth,0.8, Mark Shuttleworth,0.8,Mark Shuttleworth,0.8,Mark Shuttleworth,0.8, Mark Shuttleworth,0.8, Mark Shuttleworth,0.8,Mark Shuttleworth,0.8, Mark Shuttleworth,0.8,Mark Shuttleworth,0.8, Mark Shuttleworth,0.8,Mark Shuttleworth,0.8, Mark Shuttleworth,0.8, Mark Shuttleworth,0.8,Mark Shuttleworth,0.8,Mark Shuttleworth,0.8,0.15777651862142147,Medium
